"year","no_cnip","total_persons","fips_county_code","fips_state_code","housing_units_total","no_vacant","no_poverty","no_white","no_black","no_native","no_asian","no_hispanic","no_unemployed"
"2015",81114,141803,"063","18",57616,2964,7514,137011,8847,236,4990,5271,4322
"2015",21803,45732,"065","18",21171,3161,7465,46739,856,127,408,793,2315
"2015",39356,75801,"067","18",38649,4236,14445,73040,5867,222,1644,2484,3616
"2015",19330,33939,"069","18",15864,1384,4241,35741,274,144,450,737,1421
"2015",21443,39808,"071","18",18432,1818,6297,40246,342,92,2180,2662,1558
"2015",16227,30797,"073","18",13302,1306,2710,32330,247,83,300,1936,1030
"2015",10343,19307,"075","18",9202,1085,3400,20856,123,39,71,627,848
"2015",15832,30150,"077","18",14315,1621,4343,30799,629,60,583,788,1451
"2015",13604,26020,"079","18",12062,1455,4390,27346,401,22,149,635,1319
"2015",75410,133456,"081","18",58189,4919,14205,135173,3154,97,4746,4895,4743
"2015",19030,35048,"083","18",16997,2218,5630,35950,1132,32,490,670,1166
"2015",40084,71704,"085","18",37418,7832,8645,72453,650,230,3371,6060,2601
"2015",16578,33871,"087","18",14283,2564,4909,37267,19,23,138,1461,915
"2015",237413,450428,"089","18",209868,26554,87203,303471,122177,1568,50937,87085,24990
"2015",51933,102644,"091","18",48682,5678,17792,93488,12101,266,2494,6635,5069
"2015",22061,42413,"093","18",20965,2471,5850,44305,171,70,517,680,1392
"2015",60164,119815,"095","18",58844,7570,21089,114731,10212,108,2123,4674,5588
"2015",485872,842372,"097","18",419109,55551,191309,584486,250631,2519,62890,89830,49185
"2015",23403,42839,"099","18",19948,2624,5594,43831,277,148,2161,4297,1933
"2015",5023,9433,"101","18",4753,552,1320,10017,30,45,81,24,307
"2015",16276,33650,"103","18",15363,2199,5174,33092,1862,379,367,962,1524
"2015",75056,133887,"105","18",59808,5643,31707,123673,4170,534,9876,4623,5169
"2015",18799,35002,"107","18",16527,1890,5153,36724,326,104,492,1733,1302
"2015",35300,64419,"109","18",27914,2305,8237,67610,272,42,630,959,2568
"2015",6750,13081,"111","18",6040,639,1892,13639,39,27,186,794,604
"2015",23893,43574,"113","18",20155,2054,5665,45871,228,55,734,4733,2098
"2015",3152,5632,"115","18",2799,410,470,5967,58,0,8,0,243
"2015",8938,18190,"117","18",9123,1475,3403,19037,277,19,171,251,608
"2015",10079,19756,"119","18",9995,1442,3172,20614,129,58,78,146,803
"2015",7303,15832,"121","18",8062,2067,2486,16454,357,31,83,226,573
"2015",8901,17792,"123","18",8519,1237,2276,18411,592,15,101,241,502
"2015",6218,11696,"125","18",5755,761,1243,12608,24,0,10,29,316
"2015",84340,154405,"127","18",66786,4683,18850,153248,5701,377,4386,15371,6121
"2015",12775,23718,"129","18",11301,1203,2801,24856,339,0,172,264,674
"2015",6270,12015,"131","18",6043,859,1808,12582,60,12,169,363,439
"2015",16737,35211,"133","18",14774,2125,3245,35072,1553,77,419,665,1219
"2015",12270,23401,"135","18",11657,1128,4522,24863,94,31,137,814,951
"2015",14135,26238,"137","18",12081,1160,2403,27769,136,68,449,486,1047
"2015",8367,15699,"139","18",7479,537,2946,16512,157,0,140,215,580
"2015",11012,21948,"143","18",10443,1481,4148,23159,66,30,233,405,1209
"2015",23307,40998,"145","18",19080,1887,5302,41947,562,131,1382,1715,1928
"2015",10662,19200,"147","18",8919,955,2213,20070,124,53,442,553,602
"2015",134636,244054,"141","18",115351,13346,45532,212537,34532,869,11061,21251,11466
"2015",10828,21534,"149","18",10985,2196,3682,22108,154,15,523,803,1245
"2015",17591,31918,"151","18",19474,5989,3542,33345,87,16,219,1108,1216
"2015",8801,19553,"153","18",8874,1235,3534,19718,956,57,152,353,598
"2015",4772,9566,"155","18",5054,983,2022,10170,104,19,71,74,458
"2015",92693,167191,"157","18",73136,5380,36902,153830,8066,188,14824,14360,6064
"2015",7669,14359,"159","18",6966,572,1529,15146,24,0,184,401,474
"2015",3668,6791,"161","18",3226,263,754,7032,12,0,45,53,284
"2015",91733,164915,"163","18",83329,9112,28870,156201,16420,372,3595,4415,5656
"2015",7151,14650,"165","18",7466,928,1996,15553,52,56,87,167,465
"2015",51938,99470,"167","18",46353,6038,20245,94752,6596,274,2977,2699,4604
"2015",16021,29693,"169","18",14122,1221,4373,31057,270,242,386,759,1129
"2015",4267,7749,"171","18",3673,368,740,8207,47,13,28,106,236
"2015",31497,56388,"173","18",24727,1844,5926,57687,957,136,1419,1049,1567
"2015",13112,25746,"175","18",12188,1646,4190,27389,29,113,78,382,1329
"2015",31240,62148,"177","18",31215,4047,13732,61099,3261,67,1451,1823,2803
"2015",14089,25184,"179","18",11684,853,3306,26913,192,133,407,684,579
"2015",12158,22380,"181","18",12964,3451,2309,23023,88,16,804,1831,725
"2015",17427,30637,"183","18",14421,1269,2633,32225,121,174,304,624,924
"2015",3900,6736,"001","19",3672,443,764,7312,27,2,37,114,124
"2015",2059,3492,"003","19",1992,274,388,3788,27,2,11,31,65
"2015",7344,12658,"005","19",7626,1578,1491,13592,99,29,88,765,440
"2015",6208,11562,"007","19",6596,1115,1719,12347,43,4,60,202,409
"2015",3087,5295,"009","19",3005,346,552,5732,19,39,19,49,79
"2015",13730,23653,"011","19",11082,928,2440,25226,181,8,120,338,650
"2015",71914,121361,"013","19",56591,4181,19887,112912,12130,327,4266,5315,4773
"2015",14066,24121,"015","19",11789,1030,2588,25658,235,54,125,612,663
"2015",13365,22482,"017","19",10067,702,1894,23737,269,49,292,312,522
"2015",10796,19023,"019","19",8989,721,1970,20514,79,73,173,296,421
"2015",11138,18236,"021","19",8263,628,2452,16611,590,6,2889,4992,413
"2015",7726,13541,"023","19",6707,500,1322,14702,59,20,70,162,307
"2015",4804,8917,"025","19",5094,833,1384,9533,134,44,50,168,190
"2015",11090,18353,"027","19",9398,851,2047,20025,314,14,92,434,368
"2015",6932,12266,"029","19",6559,479,1855,13253,57,45,115,313,220
"2015",10066,16835,"031","19",8111,491,1393,17871,72,14,166,317,303
"2015",23653,39525,"033","19",22215,2696,5665,41325,544,98,741,1839,1052
"2015",6248,10651,"035","19",5766,432,1281,11534,54,42,36,367,230
"2015",6388,11090,"037","19",5658,346,1067,12009,67,9,92,278,240
"2015",4742,8319,"039","19",4126,382,1493,8910,13,0,289,1056,238
"2015",8841,14786,"041","19",8069,923,1848,15857,118,18,292,503,337
"2015",9395,16234,"043","19",9025,1417,1941,17384,166,9,68,326,399
"2015",24745,44043,"045","19",21760,1693,6608,45280,1352,197,607,1399,1181
"2015",8604,15537,"047","19",6981,626,3367,15790,209,148,701,4658,412
"2015",41476,67345,"049","19",29257,1664,4796,68894,843,50,3545,4634,1088
"2015",3989,7813,"051","19",3583,418,1657,8612,18,0,27,105,168
"2015",3956,7524,"053","19",3847,703,1541,7875,139,42,82,225,296
"2015",9798,15801,"055","19",8031,1058,1717,17202,39,3,66,195,356
"2015",20070,36494,"057","19",18477,1736,6010,36545,2194,45,380,1158,1272
"2015",9249,15495,"059","19",13087,5283,1100,16583,52,23,102,270,350
"2015",52339,87679,"061","19",40077,2186,11189,89788,1862,91,1783,2066,2237
"2015",5195,9038,"063","19",4765,620,1250,9575,149,38,65,894,240
"2015",10588,18700,"065","19",9554,998,2550,19790,223,105,196,448,538
"2015",8284,14518,"067","19",7524,623,1957,15202,325,1,186,359,286
"2015",5234,9506,"069","19",4865,607,1372,9660,112,7,579,1207,222
"2015",3597,6470,"071","19",3432,478,757,6880,21,45,60,180,134
"2015",4714,8285,"073","19",4539,612,1135,8982,5,4,43,234,262
"2015",6412,11245,"075","19",5538,355,757,12196,51,16,60,150,248
"2015",5614,9857,"077","19",5741,1227,1199,10495,81,12,90,228,302
"2015",7775,14016,"079","19",7184,800,1712,14326,102,0,699,823,299
"2015",5726,10113,"081","19",5288,615,924,10769,72,14,87,408,86
"2015",8723,15779,"083","19",8180,1207,1454,16659,178,48,338,685,430
"2015",7625,13239,"085","19",6727,754,1398,14125,8,58,77,199,273
"2015",9478,18250,"087","19",8251,628,2695,18471,478,56,676,892,486
"2015",4831,8531,"089","19",4366,499,1081,9328,31,1,31,141,165
"2015",4888,8805,"091","19",4671,481,1155,9477,13,7,43,362,236
"2015",3716,6318,"093","19",3410,309,809,6913,39,34,44,137,137
"2015",8983,14941,"095","19",7255,436,1391,16010,137,7,65,367,165
"2015",10133,17937,"097","19",9429,996,2343,19044,35,13,206,262,446
"2015",18230,33770,"099","19",16158,1721,3342,35318,542,106,276,640,983
"2015",8277,16089,"101","19",7557,644,2311,14744,246,14,1739,526,526
"2015",81681,128996,"103","19",57997,2571,23537,117331,7596,309,11246,7299,2843
"2015",10333,18878,"105","19",8902,731,1950,19658,394,176,159,329,518
"2015",5184,9331,"107","19",4899,552,1374,10066,0,27,72,147,263
"2015",7959,13820,"109","19",7483,760,1357,14925,57,13,114,280,171
"2015",17981,32230,"111","19",16217,1805,5791,33033,1068,35,384,1173,1567
"2015",119867,198555,"113","19",94058,6740,20747,194427,9147,527,6370,6256,5725
"2015",5895,10394,"115","19",5016,705,1357,10398,103,26,677,1817,281
"2015",4375,8016,"117","19",4208,530,1126,8535,20,22,30,30,253
"2015",6114,10515,"119","19",4924,428,843,11410,7,67,136,288,146
"2015",8179,14144,"121","19",6667,442,1164,15242,91,13,200,226,467
"2015",11807,20267,"123","19",9759,736,3206,21380,310,47,360,420,948
"2015",17725,30443,"125","19",13986,1008,3124,32015,182,58,487,587,705
"2015",20722,36997,"127","19",16736,1439,4429,34575,709,145,4849,7899,1313
"2015",7369,13765,"129","19",6082,683,1300,14496,107,61,18,394,280
"2015",5496,9662,"131","19",4897,539,1005,10633,15,2,22,136,177
"2015",4408,8322,"133","19",4719,676,1233,8826,49,117,17,149,243
"2015",3817,7316,"135","19",3896,570,944,7587,11,2,174,69,237
"2015",5154,9496,"137","19",5207,597,1717,10032,0,19,139,348,494
"2015",22239,39051,"139","19",17955,1610,5219,39454,664,104,1586,7260,1029
"2015",7445,12697,"141","19",6632,628,1013,13359,72,29,458,592,208
"2015",3393,5607,"143","19",2974,304,521,5933,25,22,181,405,111
"2015",7458,14142,"145","19",7185,891,2262,14804,331,61,210,448,383
"2015",4776,8229,"147","19",4611,634,948,8950,116,8,47,185,139
"2015",13440,22533,"149","19",10624,629,1907,24060,126,26,397,923,462
"2015",3664,6453,"151","19",3763,566,987,6878,97,4,58,232,181
"2015",253512,412362,"153","19",189320,12271,57143,386251,28241,1203,24956,35936,14792
"2015",48869,84879,"155","19",39532,2849,11779,88038,1200,291,1740,6573,2430
"2015",10118,17121,"157","19",8968,1617,1767,17738,217,24,459,543,482
"2015",2240,4500,"159","19",2602,572,514,4949,12,28,25,68,107
"2015",5364,9116,"161","19",5409,1003,805,9889,71,2,35,260,213
"2015",87856,155012,"163","19",72800,5091,20229,146516,13115,434,5587,10394,4716
"2015",6334,10774,"165","19",5553,487,1307,11521,23,13,261,290,181
"2015",19207,31031,"167","19",12504,739,2663,31934,150,86,1961,3309,340
"2015",53444,87420,"169","19",37688,1787,19109,82374,2274,173,6480,2899,2925
"2015",8779,15771,"171","19",7745,955,1919,15501,89,1273,276,1401,496
"2015",3201,5636,"173","19",3086,342,860,5957,13,18,146,464,140
"2015",6747,11386,"175","19",5910,573,1676,12244,124,51,57,310,362
"2015",3539,6794,"177","19",3639,695,1095,7278,45,9,24,92,234
"2015",17534,32268,"179","19",16017,1524,6399,32494,728,55,1563,3499,1406
"2015",26269,43708,"181","19",18951,942,3124,46034,239,98,411,1109,1261
"2015",11851,19954,"183","19",9529,591,2013,21112,183,2,368,1210,493
"2015",2927,5670,"185","19",3196,600,834,6235,30,20,4,63,127
"2015",18304,34224,"187","19",17006,1851,5210,34283,1604,144,682,1571,1530
"2015",5559,9545,"189","19",5179,599,995,10168,98,80,154,403,345
"2015",12606,19351,"191","19",8777,529,1507,20189,198,62,321,436,376
"2015",54421,92690,"193","19",41488,2832,14557,87371,2862,1859,7429,15385,2822
"2015",3986,6903,"195","19",3524,344,887,7351,73,10,31,193,186
"2015",6356,11589,"197","19",6510,1015,1412,12247,49,31,446,1289,360
"2015",6301,11779,"001","20",6247,941,2257,12226,223,43,159,402,438
"2015",3818,7131,"003","20",3712,432,1362,7513,9,178,0,35,225
"2015",8111,15308,"005","20",6958,925,2970,15065,681,80,134,474,592
"2015",2425,4305,"007","20",2792,811,511,4577,16,15,34,160,75
"2015",14161,24754,"009","20",12617,1311,4261,25177,466,55,1126,3837,961
"2015",6767,13355,"011","20",7114,1454,2757,13787,522,124,151,344,226
"2015",4822,8961,"013","20",4768,666,1598,8497,173,797,80,366,216
"2015",33118,60888,"015","20",26329,2056,6620,61840,1350,550,894,2881,1841
"2015",1223,2512,"017","20",1496,386,360,2607,24,45,12,107,36
"2015",1591,3178,"019","20",2134,577,579,3111,20,212,0,58,81
"2015",9959,19370,"021","20",9837,1849,3511,18909,119,746,197,471,581
"2015",1346,2412,"023","20",1496,234,214,2540,0,0,118,174,25
"2015",1055,1956,"025","20",1162,235,311,1966,22,37,61,260,15
"2015",4251,7561,"027","20",4052,675,942,8144,51,35,63,214,82
"2015",4841,8439,"029","20",4637,673,1202,8869,40,22,241,304,327
"2015",4432,7766,"031","20",3999,430,833,8134,66,84,75,206,225
"2015",1052,1827,"033","20",993,209,140,1969,0,0,31,86,57
"2015",16868,32727,"035","20",15995,2307,5971,31648,1143,767,1268,3612,1182
"2015",19752,36194,"037","20",17864,2799,8219,36180,842,191,868,1981,1109
"2015",1444,2536,"039","20",1812,339,316,2804,12,19,12,77,55
"2015",9537,17606,"041","20",9066,1244,2005,18443,101,207,213,862,639
"2015",4023,7197,"043","20",3556,447,892,7209,290,84,26,202,233
"2015",65834,107318,"045","20",47812,4083,20137,96909,4598,2650,5792,6529,3953
"2015",1480,2717,"047","20",1630,356,335,2805,27,4,112,586,29
"2015",1184,2491,"049","20",1740,484,483,2532,21,46,23,102,63
"2015",16805,26482,"051","20",12996,1149,4353,27338,332,50,745,1590,760
"2015",2912,5873,"053","20",3219,634,484,5787,246,25,130,371,125
"2015",19518,33182,"055","20",13290,690,6222,28112,864,311,6749,17804,906
"2015",17353,30519,"057","20",12081,876,6183,30535,803,250,2435,18319,1116
"2015",13643,23439,"059","20",11114,1284,3264,23926,303,117,612,1005,942
"2015",14186,32108,"061","20",15009,2286,4463,25787,6103,283,1938,5296,1302
"2015",1394,2450,"063","20",1383,193,219,2650,27,6,19,58,27
"2015",1313,2347,"065","20",1479,278,287,2383,80,7,31,76,31
"2015",3901,7049,"067","20",2934,227,795,5895,1,100,1731,3579,283
"2015",3278,5463,"069","20",2388,238,597,5965,0,0,73,891,95
"2015",605,1106,"071","20",588,101,97,1067,11,7,113,278,13
"2015",2981,5899,"073","20",4052,1228,945,6097,10,16,58,240,105
"2015",1353,2287,"075","20",1195,197,371,2275,54,6,200,871,31
"2015",2857,5225,"077","20",3148,715,933,5639,9,82,40,377,107
"2015",17236,31344,"079","20",14602,1021,4415,32367,570,204,866,3951,764
"2015",2163,3756,"081","20",1660,265,562,3542,0,77,458,1179,85
"2015",1031,1738,"083","20",1034,223,88,1862,0,0,46,142,26
"2015",6797,12250,"085","20",5764,483,1197,11741,90,872,83,581,301
"2015",9951,17497,"087","20",8210,668,1394,18083,90,147,29,447,687
"2015",1506,2788,"089","20",2028,595,466,2951,2,10,33,71,38
"2015",316811,518064,"091","20",231029,11294,34556,492630,25443,1683,30669,41482,14279
"2015",1965,3528,"093","20",1556,177,412,3306,34,35,444,1184,35
"2015",3722,7146,"095","20",3811,805,811,7571,11,70,6,237,213
"2015",1370,2315,"097","20",1227,161,364,2421,22,10,30,144,55
"2015",10113,19076,"099","20",10070,1657,3651,18625,709,237,204,901,541
"2015",949,1538,"101","20",955,150,149,1646,6,5,0,102,23
"2015",35620,71971,"103","20",28999,2252,8223,65621,6620,631,2217,5164,2107
"2015",1601,2836,"105","20",1859,524,333,3076,26,18,11,79,104
"2015",4349,8709,"107","20",5446,1264,1246,9176,66,119,48,211,362
"2015",1456,2497,"109","20",1443,200,232,2665,0,17,18,127,57
"2015",18082,30600,"111","20",15218,1946,6919,29509,849,149,1706,6831,1298
"2015",6127,11076,"115","20",5930,1122,1306,11770,100,127,44,358,307
"2015",5087,8980,"117","20",4882,560,1087,9713,29,18,68,226,154
"2015",15907,26532,"113","20",12824,1033,1993,27726,306,211,505,1138,501
"2015",2199,3944,"119","20",1943,249,481,3871,37,9,408,633,62
"2015",16982,30091,"121","20",13273,713,2949,31244,437,172,195,961,952
"2015",3169,5618,"123","20",3290,603,626,6162,24,37,53,118,83
"2015",15904,30967,"125","20",16474,3039,6303,29215,1749,939,539,2038,1390
"2015",2913,5221,"127","20",3195,789,505,5537,9,6,64,248,94
"2015",1494,2838,"129","20",1458,269,325,2666,29,16,230,638,86
"2015",5392,8942,"131","20",4571,332,1129,9874,90,58,42,160,90
"2015",8202,14770,"133","20",7653,1190,2961,15537,192,96,116,805,386
"2015",1567,2778,"135","20",1741,358,354,2981,16,3,47,283,43
"2015",2696,5084,"137","20",2535,416,398,5154,137,25,106,278,46
"2015",7915,14729,"139","20",7501,996,1997,15488,24,147,54,415,651
"2015",1962,3357,"141","20",2198,434,564,3694,15,10,44,61,78
"2015",3178,5513,"143","20",2769,276,466,5855,18,10,25,163,170
"2015",3069,6432,"145","20",3165,613,464,6265,335,2,112,524,57
"2015",2869,4976,"147","20",3044,695,494,5328,21,11,21,151,123
"2015",11207,20415,"149","20",8918,726,1992,21287,292,129,359,1164,412
"2015",4890,8865,"151","20",4485,583,1144,9255,70,198,72,646,272
"2015",1277,2316,"153","20",1458,246,250,2479,9,15,15,117,30
"2015",31364,58392,"155","20",28274,3177,7457,58547,1909,384,1469,5607,1800
"2015",2553,4311,"157","20",2877,602,599,4694,7,4,28,68,98
"2015",5192,9121,"159","20",4548,667,1365,9050,181,81,467,1088,287
"2015",36284,68903,"161","20",29557,3090,14922,62464,4916,353,4423,5844,2098
"2015",2738,4686,"163","20",2757,551,723,5021,12,17,60,127,112
"2015",1670,2882,"165","20",1797,311,292,3125,0,14,2,94,93
"2015",3718,6311,"167","20",3892,653,885,6669,87,34,56,171,255
"2015",29790,50540,"169","20",24192,1802,8700,48847,1789,263,3209,5873,1479
"2015",2775,4441,"171","20",2373,177,319,4693,0,31,191,815,162
"2015",256902,459256,"173","20",213700,20739,75400,403007,46712,4676,32694,69308,17842
"2015",12122,20734,"175","20",8110,630,4350,13820,872,182,7652,13575,1091
"2015",90323,162607,"177","20",79425,8057,26445,148032,14078,1496,5577,20577,6124
"2015",1302,2287,"179","20",1263,130,165,2478,2,35,4,93,16
"2015",3117,5381,"181","20",3124,338,1125,5616,87,11,228,730,125
"2015",1897,3333,"183","20",2240,573,543,3646,16,0,8,72,61
"2015",2164,3948,"185","20",2303,509,675,4129,42,11,87,558,56
"2015",1143,1892,"187","20",1014,194,113,1614,22,11,383,762,27
"2015",2778,5200,"189","20",2294,287,1037,4898,32,43,729,1985,82
"2015",11566,21542,"191","20",10855,1764,2869,22309,211,316,241,1230,808
"2015",4497,7168,"193","20",3539,365,733,7487,148,25,125,427,121
"2015",1701,2718,"195","20",1665,363,119,2822,9,33,33,64,17
"2015",3511,6351,"197","20",3241,573,404,6745,16,22,29,225,216
"2015",798,1442,"199","20",813,188,129,1587,0,6,1,48,43
"2015",3045,5146,"201","20",2956,514,649,5528,43,21,26,186,95
"2015",1112,1969,"203","20",868,87,214,2079,0,14,71,646,35
"2015",4333,8311,"205","20",4663,894,1639,8574,14,63,119,250,281
"2015",1632,2937,"207","20",2007,476,714,3040,17,9,15,84,75
"2015",79402,144689,"209","20",67113,8243,37963,99235,39044,1093,16154,43668,8884
"2015",8342,17593,"001","21",8526,1478,3789,17920,528,24,141,346,642
"2015",9443,18845,"003","21",9323,1549,3454,19646,276,5,262,369,867
"2015",11435,20101,"005","21",9222,776,2223,20807,507,3,187,326,789
"2015",3719,7654,"007","21",3889,601,1295,7791,279,50,53,101,230
"2015",20209,39383,"009","21",19372,2393,8598,39976,1807,125,432,1238,1537
"2015",4705,11003,"011","21",5390,1093,3122,11511,196,11,123,166,660
"2015",9071,25641,"013","21",13109,2021,10233,26554,897,17,99,130,1053
"2015",66346,114371,"015","21",47466,2757,10156,114320,3733,336,4095,4858,3722
"2015",9968,18574,"017","21",8990,1123,3272,18008,1427,16,422,1379,984
"2015",20526,44946,"019","21",21717,2334,9500,46346,1334,142,260,747,2150
"2015",13158,27122,"021","21",12385,1340,4291,26151,2034,12,335,899,940
"2015",3803,7727,"023","21",3827,524,1544,8335,2,0,77,121,317
"2015",4841,12595,"025","21",6206,712,4366,13272,66,27,87,63,602
"2015",8679,18598,"027","21",10615,3318,3422,19170,466,0,101,240,996
"2015",40126,71984,"029","21",30175,1908,7911,74289,369,126,859,1255,3047
"2015",5330,11777,"031","21",5861,685,3667,12596,152,23,60,447,327
"2015",5912,11861,"033","21",6271,978,2544,11884,747,0,39,182,516
"2015",18603,35323,"035","21",18237,3403,8015,34798,1489,132,964,954,1699
"2015",49211,84100,"037","21",39754,4277,12883,85656,2938,55,1358,1636,3339
"2015",2277,4511,"039","21",2426,367,970,4813,78,34,7,110,155
"2015",4911,9694,"041","21",4687,699,2898,10043,279,20,261,736,648
"2015",11297,25210,"043","21",12285,1798,4682,26768,224,59,57,341,1258
"2015",6511,14665,"045","21",7429,1045,3969,15506,127,14,88,437,585
"2015",27341,65916,"047","21",29633,4112,13576,53731,14721,432,1943,5251,3485
"2015",17314,32887,"049","21",15744,1571,5401,33140,1872,16,282,990,1364
"2015",6490,19615,"051","21",8866,1159,7732,19889,834,71,158,374,1031
"2015",3919,9376,"053","21",5264,1406,2435,9893,58,0,103,270,364
"2015",3925,8517,"055","21",4561,806,1974,8983,113,17,12,64,280
"2015",2728,6274,"057","21",3658,915,1682,6456,202,0,18,11,279
"2015",47151,89773,"059","21",42217,3681,14948,89875,4434,178,1439,2683,3210
"2015",5193,11351,"061","21",6452,1793,2296,11771,178,20,16,194,463
"2015",2227,7202,"063","21",3364,614,2079,7500,189,7,24,45,139
"2015",5505,13429,"065","21",6860,1110,4199,14173,20,17,3,9,650
"2015",168794,283824,"067","21",137885,12133,55900,234432,44810,920,19248,21138,11596
"2015",6533,13349,"069","21",6612,976,2907,14029,201,6,94,177,636
"2015",13206,35520,"071","21",18157,2739,11441,37856,311,38,125,266,1284
"2015",24765,46198,"073","21",23252,2219,6990,41232,5222,109,1656,1452,2164
"2015",2585,5854,"075","21",3360,792,1641,4637,1610,7,26,94,311
"2015",4063,7876,"077","21",3829,732,1294,8064,96,0,261,432,242
"2015",8053,15777,"079","21",7473,879,3653,16280,216,6,120,394,915
"2015",10961,22692,"081","21",9956,1631,4445,23401,78,35,592,609,746
"2015",17071,34077,"083","21",16753,2363,6342,34482,1882,38,365,2228,1231
"2015",11398,23766,"085","21",13526,3686,6119,24958,300,50,350,315,1056
"2015",4902,10341,"087","21",5286,809,2216,10557,339,0,70,22,443
"2015",15023,33748,"089","21",16315,2115,6355,35388,284,103,194,369,1523
"2015",3874,7981,"091","21",3711,446,1360,8391,112,0,17,123,227
"2015",50097,98513,"093","21",45308,4932,14886,85834,12571,275,3889,5976,4096
"2015",9080,26071,"095","21",13486,2080,8661,27096,705,49,334,240,891
"2015",7950,17229,"097","21",8218,1098,4069,17646,395,49,264,394,647
"2015",7699,17012,"099","21",8710,1416,4507,17199,868,40,91,296,741
"2015",22099,42585,"101","21",20421,1679,8602,41069,3349,82,726,1014,1762
"2015",7604,14345,"103","21",6649,657,2798,14422,539,42,256,496,505
"2015",1911,4414,"105","21",2335,362,675,4165,430,0,31,45,169
"2015",20775,42769,"107","21",21257,2635,7799,41927,2765,91,446,837,1387
"2015",4554,12401,"109","21",6520,974,4163,13316,6,4,0,16,561
"2015",394720,691666,"111","21",340132,33217,121683,551240,156730,1192,24246,35322,33210
"2015",25325,45993,"113","21",19796,1484,9190,46428,1811,169,951,1445,2229
"2015",7853,21601,"115","21",10555,1520,5977,22852,97,14,207,114,717
"2015",86096,148616,"117","21",69369,7144,23432,147297,7446,422,4302,4737,6649
"2015",5570,14885,"119","21",7458,1474,4308,15620,131,0,30,123,815
"2015",11245,29309,"121","21",14471,2004,10093,30942,368,121,18,340,1768
"2015",6366,13123,"123","21",6249,921,2460,13080,495,15,302,425,595
"2015",25203,55219,"125","21",25447,2283,13588,58079,516,170,393,841,3124
"2015",5822,14603,"127","21",7272,1239,3548,15529,24,6,96,106,456
"2015",1930,6727,"129","21",3436,577,2003,6902,67,33,37,54,236
"2015",3394,10167,"131","21",5257,1107,3051,10840,75,14,59,49,578
"2015",8327,21984,"133","21",11580,1988,6614,23278,45,26,188,165,1046
"2015",5069,12728,"135","21",6471,1098,4151,13545,36,44,76,92,426
"2015",10280,22451,"137","21",10849,1079,6039,23466,657,32,149,384,1078
"2015",4114,8664,"139","21",4830,1004,1362,9177,18,20,39,140,274
"2015",11348,24846,"141","21",12314,1444,5103,24303,1722,57,211,728,877
"2015",2874,7968,"143","21",4796,1566,1002,7700,520,9,55,61,219
"2015",43162,79659,"151","21",35633,3569,16792,78848,3821,370,1189,1933,3727
"2015",4173,12056,"153","21",5932,936,3672,12959,11,0,0,45,510
"2015",8607,18003,"155","21",8196,801,3784,17453,1731,0,368,501,789
"2015",14144,28831,"157","21",15898,3296,3287,30595,133,46,97,395,1093
"2015",3080,11742,"159","21",5150,830,3896,11917,597,10,41,191,635
"2015",7600,15731,"161","21",8128,1392,3087,15549,1177,29,60,65,473
"2015",30929,59736,"145","21",31342,3828,10763,55791,7039,187,904,1492,1886
"2015",5402,16634,"147","21",7441,1164,6723,16336,1078,102,124,402,1025
"2015",4300,8746,"149","21",4250,491,1983,9289,42,29,29,126,362
"2015",12775,26984,"163","21",12106,1532,4810,26809,1130,91,339,1132,1464
"2015",2579,5892,"165","21",3798,1371,1851,6122,26,1,133,144,379
"2015",10538,19583,"167","21",10038,1214,3862,19816,804,44,332,519,1207
"2015",4335,9123,"169","21",4676,740,2158,9499,128,23,236,150,321
"2015",4355,9963,"171","21",5208,765,2937,10290,276,0,121,320,412
"2015",12214,25072,"173","21",11723,1475,6956,25636,809,94,371,687,1266
"2015",4141,12582,"175","21",5849,1041,3249,12661,434,16,71,140,397
"2015",12864,29299,"177","21",13665,2126,6000,28989,1649,79,169,154,1330
"2015",22440,40802,"179","21",18443,1626,7072,40851,2337,96,559,925,2208
"2015",3117,6494,"181","21",3254,430,1624,6857,104,29,7,50,240
"2015",9850,22168,"183","21",10228,1415,5208,23046,567,10,75,890,944
"2015",30625,59283,"185","21",21089,1383,3503,56953,2662,158,1847,2405,1321
"2015",4761,9987,"187","21",5645,1522,1780,10296,170,25,188,264,410
"2015",1328,4232,"189","21",2259,486,1710,4435,50,11,49,24,117
"2015",6949,13537,"191","21",6323,967,2188,14246,83,17,0,159,442
"2015",10876,25774,"193","21",12775,1695,6894,27016,402,35,239,170,1512
"2015",23359,58643,"195","21",30309,4185,14256,61929,564,60,561,493,2498
"2015",4753,11452,"197","21",5596,829,3392,12065,51,10,134,159,393
"2015",28237,58869,"199","21",31267,5674,16497,61256,628,89,843,1443,2568
"2015",864,2049,"201","21",1103,173,473,2188,0,4,0,0,58
"2015",6756,15807,"203","21",7686,1065,4105,16572,33,196,51,103,741
"2015",10718,21902,"205","21",10107,1565,5410,22406,402,67,350,273,696
"2015",6819,16183,"207","21",9942,2892,4475,17057,49,25,378,625,805
"2015",26959,46180,"209","21",20154,1733,5332,44455,2602,86,1781,2136,1854
"2015",22388,40786,"211","21",16901,1013,5566,38406,3208,25,1720,3909,1285
"2015",8094,16204,"213","21",7531,738,3473,15227,1834,74,210,352,570
"2015",9283,16394,"215","21",6883,465,1466,16885,262,49,89,320,592
