"coc.state","coc.number","ec.geocode","ec.name","d.grantee.type","d.esg.coterm","d.esg.bounce","d.grantee.metro","d.grantee.urban","d.grantee.nonec"
"ia","ia-501","199165","shelby county","non-ec",0,1,0,0,1
"ia","ia-501","199167","sioux county","non-ec",0,1,0,0,1
"ia","ia-501","199169","story county","non-ec",0,1,0,0,1
"ia","ia-501","199171","tama county","non-ec",0,1,0,0,1
"ia","ia-501","199173","taylor county","non-ec",0,1,0,0,1
"ia","ia-501","199175","union county","non-ec",0,1,0,0,1
"ia","ia-501","199177","van buren county","non-ec",0,1,0,0,1
"ia","ia-501","199179","wapello county","non-ec",0,1,0,0,1
"ia","ia-501","199181","warren county","non-ec",0,1,0,0,1
"ia","ia-501","199183","washington county","non-ec",0,1,0,0,1
"ia","ia-501","199185","wayne county","non-ec",0,1,0,0,1
"ia","ia-501","199187","webster county","non-ec",0,1,0,0,1
"ia","ia-501","199189","winnebago county","non-ec",0,1,0,0,1
"ia","ia-501","199191","winneshiek county","non-ec",0,1,0,0,1
"ia","ia-501","199195","worth county","non-ec",0,1,0,0,1
"ia","ia-501","199197","wright county","non-ec",0,1,0,0,1
"ia","ia-502","191362","des moines","metro",1,0,1,0,0
"ia","ia-502","195508","west des moines","metro",0,1,1,0,0
"ia","ia-502","199153","polk county","non-ec",0,1,0,0,1
"ks","ks-502","203696","wichita","metro",1,0,1,0,0
"ks","ks-502","209173","sedgwick county","non-ec",0,1,0,0,1
"ks","ks-503","203408","topeka","metro",1,0,1,0,0
"ks","ks-503","209177","shawnee county","non-ec",0,1,0,0,1
"ks","ks-505","202688","overland park","metro",0,1,1,0,0
"ks","ks-505","203216","shawnee","metro",0,1,1,0,0
"ks","ks-505","209091","johnson county","urban",0,1,0,1,0
"ks","ks-507","201902","lawrence","metro",0,1,1,0,0
"ks","ks-507","201908","leavenworth","metro",0,1,1,0,0
"ks","ks-507","202190","manhattan city","metro",0,1,1,0,0
"ks","ks-507","209001","allen county","non-ec",0,1,0,0,1
"ks","ks-507","209003","anderson county","non-ec",0,1,0,0,1
"ks","ks-507","209005","atchison county","non-ec",0,1,0,0,1
"ks","ks-507","209007","barber county","non-ec",0,1,0,0,1
"ks","ks-507","209009","barton county","non-ec",0,1,0,0,1
"ks","ks-507","209011","bourbon county","non-ec",0,1,0,0,1
"ks","ks-507","209013","brown county","non-ec",0,1,0,0,1
"ks","ks-507","209015","butler county","non-ec",0,1,0,0,1
"ks","ks-507","209017","chase county","non-ec",0,1,0,0,1
"ks","ks-507","209019","chautauqua county","non-ec",0,1,0,0,1
"ks","ks-507","209021","cherokee county","non-ec",0,1,0,0,1
"ks","ks-507","209023","cheyenne county","non-ec",0,1,0,0,1
"ks","ks-507","209025","clark county","non-ec",0,1,0,0,1
"ks","ks-507","209027","clay county","non-ec",0,1,0,0,1
"ks","ks-507","209029","cloud county","non-ec",0,1,0,0,1
"ks","ks-507","209031","coffey county","non-ec",0,1,0,0,1
"ks","ks-507","209033","comanche county","non-ec",0,1,0,0,1
"ks","ks-507","209035","cowley county","non-ec",0,1,0,0,1
"ks","ks-507","209037","crawford county","non-ec",0,1,0,0,1
"ks","ks-507","209039","decatur county","non-ec",0,1,0,0,1
"ks","ks-507","209041","dickinson county","non-ec",0,1,0,0,1
"ks","ks-507","209043","doniphan county","non-ec",0,1,0,0,1
"ks","ks-507","209045","douglas county","non-ec",0,1,0,0,1
"ks","ks-507","209047","edwards county","non-ec",0,1,0,0,1
"ks","ks-507","209049","elk county","non-ec",0,1,0,0,1
"ks","ks-507","209051","ellis county","non-ec",0,1,0,0,1
"ks","ks-507","209053","ellsworth county","non-ec",0,1,0,0,1
"ks","ks-507","209055","finney county","non-ec",0,1,0,0,1
"ks","ks-507","209057","ford county","non-ec",0,1,0,0,1
"ks","ks-507","209059","franklin county","non-ec",0,1,0,0,1
"ks","ks-507","209061","geary county","non-ec",0,1,0,0,1
"ks","ks-507","209063","gove county","non-ec",0,1,0,0,1
"ks","ks-507","209065","graham county","non-ec",0,1,0,0,1
"ks","ks-507","209067","grant county","non-ec",0,1,0,0,1
"ks","ks-507","209069","gray county","non-ec",0,1,0,0,1
"ks","ks-507","209071","greeley county","non-ec",0,1,0,0,1
"ks","ks-507","209073","greenwood county","non-ec",0,1,0,0,1
"ks","ks-507","209075","hamilton county","non-ec",0,1,0,0,1
"ks","ks-507","209077","harper county","non-ec",0,1,0,0,1
"ks","ks-507","209079","harvey county","non-ec",0,1,0,0,1
"ks","ks-507","209081","haskell county","non-ec",0,1,0,0,1
"ks","ks-507","209083","hodgeman county","non-ec",0,1,0,0,1
"ks","ks-507","209085","jackson county","non-ec",0,1,0,0,1
"ks","ks-507","209087","jefferson county","non-ec",0,1,0,0,1
"ks","ks-507","209089","jewell county","non-ec",0,1,0,0,1
"ks","ks-507","209093","kearny county","non-ec",0,1,0,0,1
"ks","ks-507","209095","kingman county","non-ec",0,1,0,0,1
"ks","ks-507","209097","kiowa county","non-ec",0,1,0,0,1
"ks","ks-507","209099","labette county","non-ec",0,1,0,0,1
"ks","ks-507","209101","lane county","non-ec",0,1,0,0,1
"ks","ks-507","209103","leavenworth county","non-ec",0,1,0,0,1
"ks","ks-507","209105","lincoln county","non-ec",0,1,0,0,1
"ks","ks-507","209107","linn county","non-ec",0,1,0,0,1
"ks","ks-507","209109","logan county","non-ec",0,1,0,0,1
"ks","ks-507","209111","lyon county","non-ec",0,1,0,0,1
"ks","ks-507","209115","marion county","non-ec",0,1,0,0,1
"ks","ks-507","209117","marshall county","non-ec",0,1,0,0,1
"ks","ks-507","209113","mcpherson county","non-ec",0,1,0,0,1
"ks","ks-507","209119","meade county","non-ec",0,1,0,0,1
"ks","ks-507","209121","miami county","non-ec",0,1,0,0,1
"ks","ks-507","209123","mitchell county","non-ec",0,1,0,0,1
"ks","ks-507","209125","montgomery county","non-ec",0,1,0,0,1
"ks","ks-507","209127","morris county","non-ec",0,1,0,0,1
"ks","ks-507","209129","morton county","non-ec",0,1,0,0,1
"ks","ks-507","209131","nemaha county","non-ec",0,1,0,0,1
"ks","ks-507","209133","neosho county","non-ec",0,1,0,0,1
"ks","ks-507","209135","ness county","non-ec",0,1,0,0,1
"ks","ks-507","209137","norton county","non-ec",0,1,0,0,1
"ks","ks-507","209139","osage county","non-ec",0,1,0,0,1
"ks","ks-507","209141","osborne county","non-ec",0,1,0,0,1
"ks","ks-507","209143","ottawa county","non-ec",0,1,0,0,1
"ks","ks-507","209145","pawnee county","non-ec",0,1,0,0,1
"ks","ks-507","209147","phillips county","non-ec",0,1,0,0,1
"ks","ks-507","209149","pottawatomie county","non-ec",0,1,0,0,1
"ks","ks-507","209151","pratt county","non-ec",0,1,0,0,1
"ks","ks-507","209153","rawlins county","non-ec",0,1,0,0,1
"ks","ks-507","209155","reno county","non-ec",0,1,0,0,1
"ks","ks-507","209157","republic county","non-ec",0,1,0,0,1
"ks","ks-507","209159","rice county","non-ec",0,1,0,0,1
"ks","ks-507","209161","riley county","non-ec",0,1,0,0,1
"ks","ks-507","209163","rooks county","non-ec",0,1,0,0,1
"ks","ks-507","209165","rush county","non-ec",0,1,0,0,1
"ks","ks-507","209167","russell county","non-ec",0,1,0,0,1
"ks","ks-507","209169","saline county","non-ec",0,1,0,0,1
"ks","ks-507","209171","scott county","non-ec",0,1,0,0,1
"ks","ks-507","209175","seward county","non-ec",0,1,0,0,1
"ks","ks-507","209179","sheridan county","non-ec",0,1,0,0,1
"ks","ks-507","209181","sherman county","non-ec",0,1,0,0,1
"ks","ks-507","209183","smith county","non-ec",0,1,0,0,1
"ks","ks-507","209185","stafford county","non-ec",0,1,0,0,1
"ks","ks-507","209187","stanton county","non-ec",0,1,0,0,1
"ks","ks-507","209189","stevens county","non-ec",0,1,0,0,1
"ks","ks-507","209191","sumner county","non-ec",0,1,0,0,1
"ks","ks-507","209193","thomas county","non-ec",0,1,0,0,1
"ks","ks-507","209195","trego county","non-ec",0,1,0,0,1
"ks","ks-507","209197","wabaunsee county","non-ec",0,1,0,0,1
"ks","ks-507","209199","wallace county","non-ec",0,1,0,0,1
"ks","ks-507","209201","washington county","non-ec",0,1,0,0,1
"ks","ks-507","209203","wichita county","non-ec",0,1,0,0,1
"ks","ks-507","209205","wilson county","non-ec",0,1,0,0,1
"ks","ks-507","209207","woodson county","non-ec",0,1,0,0,1
"ky","ky-500","210534","covington","metro",1,0,1,0,0
"ky","ky-500","210048","ashland","metro",0,1,1,0,0
"ky","ky-500","210210","bowling green","metro",0,1,1,0,0
"ky","ky-500","210696","elizabethtown","metro",0,1,1,0,0
"ky","ky-500","211032","henderson","metro",0,1,1,0,0
"ky","ky-500","211086","hopkinsville","metro",0,1,1,0,0
"ky","ky-500","211680","owensboro","metro",0,1,1,0,0
"ky","ky-500","219001","adair county","non-ec",0,1,0,0,1
"ky","ky-500","219003","allen county","non-ec",0,1,0,0,1
"ky","ky-500","219005","anderson county","non-ec",0,1,0,0,1
"ky","ky-500","219007","ballard county","non-ec",0,1,0,0,1
"ky","ky-500","219009","barren county","non-ec",0,1,0,0,1
"ky","ky-500","219011","bath county","non-ec",0,1,0,0,1
"ky","ky-500","219013","bell county","non-ec",0,1,0,0,1
"ky","ky-500","219015","boone county","non-ec",0,1,0,0,1
"ky","ky-500","219017","bourbon county","non-ec",0,1,0,0,1
"ky","ky-500","219019","boyd county","non-ec",0,1,0,0,1
"ky","ky-500","219021","boyle county","non-ec",0,1,0,0,1
"ky","ky-500","219023","bracken county","non-ec",0,1,0,0,1
"ky","ky-500","219025","breathitt county","non-ec",0,1,0,0,1
"ky","ky-500","219027","breckinridge county","non-ec",0,1,0,0,1
"ky","ky-500","219029","bullitt county","non-ec",0,1,0,0,1
"ky","ky-500","219031","butler county","non-ec",0,1,0,0,1
"ky","ky-500","219033","caldwell county","non-ec",0,1,0,0,1
"ky","ky-500","219035","calloway county","non-ec",0,1,0,0,1
"ky","ky-500","219037","campbell county","non-ec",0,1,0,0,1
"ky","ky-500","219039","carlisle county","non-ec",0,1,0,0,1
"ky","ky-500","219041","carroll county","non-ec",0,1,0,0,1
"ky","ky-500","219043","carter county","non-ec",0,1,0,0,1
"ky","ky-500","219045","casey county","non-ec",0,1,0,0,1
"ky","ky-500","219047","christian county","non-ec",0,1,0,0,1
"ky","ky-500","219049","clark county","non-ec",0,1,0,0,1
"ky","ky-500","219051","clay county","non-ec",0,1,0,0,1
"ky","ky-500","219053","clinton county","non-ec",0,1,0,0,1
"ky","ky-500","219055","crittenden county","non-ec",0,1,0,0,1
"ky","ky-500","219057","cumberland county","non-ec",0,1,0,0,1
"ky","ky-500","219059","daviess county","non-ec",0,1,0,0,1
"ky","ky-500","219061","edmonson county","non-ec",0,1,0,0,1
"ky","ky-500","219063","elliott county","non-ec",0,1,0,0,1
"ky","ky-500","219065","estill county","non-ec",0,1,0,0,1
"ky","ky-500","219069","fleming county","non-ec",0,1,0,0,1
"ky","ky-500","219071","floyd county","non-ec",0,1,0,0,1
"ky","ky-500","219073","franklin county","non-ec",0,1,0,0,1
"ky","ky-500","219075","fulton county","non-ec",0,1,0,0,1
"ky","ky-500","219077","gallatin county","non-ec",0,1,0,0,1
"ky","ky-500","219079","garrard county","non-ec",0,1,0,0,1
"ky","ky-500","219081","grant county","non-ec",0,1,0,0,1
"ky","ky-500","219083","graves county","non-ec",0,1,0,0,1
"ky","ky-500","219085","grayson county","non-ec",0,1,0,0,1
"ky","ky-500","219087","green county","non-ec",0,1,0,0,1
"ky","ky-500","219089","greenup county","non-ec",0,1,0,0,1
"ky","ky-500","219091","hancock county","non-ec",0,1,0,0,1
"ky","ky-500","219093","hardin county","non-ec",0,1,0,0,1
"ky","ky-500","219095","harlan county","non-ec",0,1,0,0,1
"ky","ky-500","219097","harrison county","non-ec",0,1,0,0,1
"ky","ky-500","219099","hart county","non-ec",0,1,0,0,1
"ky","ky-500","219101","henderson county","non-ec",0,1,0,0,1
"ky","ky-500","219103","henry county","non-ec",0,1,0,0,1
"ky","ky-500","219105","hickman county","non-ec",0,1,0,0,1
"ky","ky-500","219107","hopkins county","non-ec",0,1,0,0,1
"ky","ky-500","219109","jackson county","non-ec",0,1,0,0,1
"ky","ky-500","219113","jessamine county","non-ec",0,1,0,0,1
"ky","ky-500","219115","johnson county","non-ec",0,1,0,0,1
"ky","ky-500","219117","kenton county","non-ec",0,1,0,0,1
"ky","ky-500","219119","knott county","non-ec",0,1,0,0,1
"ky","ky-500","219121","knox county","non-ec",0,1,0,0,1
"ky","ky-500","219123","larue county","non-ec",0,1,0,0,1
"ky","ky-500","219125","laurel county","non-ec",0,1,0,0,1
"ky","ky-500","219127","lawrence county","non-ec",0,1,0,0,1
"ky","ky-500","219129","lee county","non-ec",0,1,0,0,1
"ky","ky-500","219131","leslie county","non-ec",0,1,0,0,1
"ky","ky-500","219133","letcher county","non-ec",0,1,0,0,1
"ky","ky-500","219135","lewis county","non-ec",0,1,0,0,1
"ky","ky-500","219137","lincoln county","non-ec",0,1,0,0,1
"ky","ky-500","219139","livingston county","non-ec",0,1,0,0,1
"ky","ky-500","219141","logan county","non-ec",0,1,0,0,1
"ky","ky-500","219143","lyon county","non-ec",0,1,0,0,1
"ky","ky-500","219151","madison county","non-ec",0,1,0,0,1
"ky","ky-500","219153","magoffin county","non-ec",0,1,0,0,1
"ky","ky-500","219155","marion county","non-ec",0,1,0,0,1
"ky","ky-500","219157","marshall county","non-ec",0,1,0,0,1
"ky","ky-500","219159","martin county","non-ec",0,1,0,0,1
"ky","ky-500","219161","mason county","non-ec",0,1,0,0,1
"ky","ky-500","219145","mccracken county","non-ec",0,1,0,0,1
"ky","ky-500","219147","mccreary county","non-ec",0,1,0,0,1
"ky","ky-500","219149","mclean county","non-ec",0,1,0,0,1
"ky","ky-500","219163","meade county","non-ec",0,1,0,0,1
"ky","ky-500","219165","menifee county","non-ec",0,1,0,0,1
"ky","ky-500","219167","mercer county","non-ec",0,1,0,0,1
"ky","ky-500","219169","metcalfe county","non-ec",0,1,0,0,1
"ky","ky-500","219171","monroe county","non-ec",0,1,0,0,1
"ky","ky-500","219173","montgomery county","non-ec",0,1,0,0,1
"ky","ky-500","219175","morgan county","non-ec",0,1,0,0,1
"ky","ky-500","219177","muhlenberg county","non-ec",0,1,0,0,1
"ky","ky-500","219179","nelson county","non-ec",0,1,0,0,1
"ky","ky-500","219181","nicholas county","non-ec",0,1,0,0,1
"ky","ky-500","219183","ohio county","non-ec",0,1,0,0,1
"ky","ky-500","219185","oldham county","non-ec",0,1,0,0,1
"ky","ky-500","219187","owen county","non-ec",0,1,0,0,1
"ky","ky-500","219189","owsley county","non-ec",0,1,0,0,1
"ky","ky-500","219191","pendleton county","non-ec",0,1,0,0,1
"ky","ky-500","219193","perry county","non-ec",0,1,0,0,1
"ky","ky-500","219195","pike county","non-ec",0,1,0,0,1
"ky","ky-500","219197","powell county","non-ec",0,1,0,0,1
"ky","ky-500","219199","pulaski county","non-ec",0,1,0,0,1
"ky","ky-500","219201","robertson county","non-ec",0,1,0,0,1
"ky","ky-500","219203","rockcastle county","non-ec",0,1,0,0,1
"ky","ky-500","219205","rowan county","non-ec",0,1,0,0,1
"ky","ky-500","219207","russell county","non-ec",0,1,0,0,1
"ky","ky-500","219209","scott county","non-ec",0,1,0,0,1
"ky","ky-500","219211","shelby county","non-ec",0,1,0,0,1
"ky","ky-500","219213","simpson county","non-ec",0,1,0,0,1
"ky","ky-500","219215","spencer county","non-ec",0,1,0,0,1
"ky","ky-500","219217","taylor county","non-ec",0,1,0,0,1
"ky","ky-500","219219","todd county","non-ec",0,1,0,0,1
"ky","ky-500","219221","trigg county","non-ec",0,1,0,0,1
"ky","ky-500","219223","trimble county","non-ec",0,1,0,0,1
"ky","ky-500","219225","union county","non-ec",0,1,0,0,1
"ky","ky-500","219227","warren county","non-ec",0,1,0,0,1
"ky","ky-500","219229","washington county","non-ec",0,1,0,0,1
"ky","ky-500","219231","wayne county","non-ec",0,1,0,0,1
"ky","ky-500","219233","webster county","non-ec",0,1,0,0,1
"ky","ky-500","219235","whitley county","non-ec",0,1,0,0,1
"ky","ky-500","219237","wolfe county","non-ec",0,1,0,0,1
"ky","ky-500","219239","woodford county","non-ec",0,1,0,0,1
"ky","ky-501","211374","louisville-cdbg","metro",1,0,1,0,0
"ky","ky-502","211314","lexington-fayette","metro",1,0,1,0,0
"la","la-500","220954","lafayette","metro",1,0,1,0,0
"la","la-500","229001","acadia parish","non-ec",0,1,0,0,1
"la","la-500","229039","evangeline parish","non-ec",0,1,0,0,1
"la","la-500","229045","iberia parish","non-ec",0,1,0,0,1
"la","la-500","229055","lafayette parish","non-ec",0,1,0,0,1
"la","la-500","229097","st landry parish","non-ec",0,1,0,0,1
"la","la-500","229099","st martin parish","non-ec",0,1,0,0,1
"la","la-500","229101","st mary parish","non-ec",0,1,0,0,1
"la","la-500","229113","vermilion parish","non-ec",0,1,0,0,1
"la","la-502","221650","shreveport","metro",1,0,1,0,0
"la","la-502","220192","bossier city","metro",0,1,1,0,0
"la","la-502","229013","bienville parish","non-ec",0,1,0,0,1
"la","la-502","229015","bossier parish","non-ec",0,1,0,0,1
"la","la-502","229017","caddo parish","non-ec",0,1,0,0,1
"la","la-502","229027","claiborne parish","non-ec",0,1,0,0,1
"la","la-502","229031","de soto parish","non-ec",0,1,0,0,1
"la","la-502","229081","red river parish","non-ec",0,1,0,0,1
"la","la-502","229119","webster parish","non-ec",0,1,0,0,1
"la","la-503","221296","new orleans","metro",1,0,1,0,0
"la","la-503","229051","jefferson parish","urban",1,0,0,1,0
"la","la-503","220924","kenner","metro",0,1,1,0,0
"la","la-505","221206","monroe","metro",0,1,1,0,0
"la","la-505","229021","caldwell parish","non-ec",0,1,0,0,1
"la","la-505","229035","east carroll parish","non-ec",0,1,0,0,1
"la","la-505","229041","franklin parish","non-ec",0,1,0,0,1
"la","la-505","229049","jackson parish","non-ec",0,1,0,0,1
"la","la-505","229061","lincoln parish","non-ec",0,1,0,0,1
"la","la-505","229065","madison parish","non-ec",0,1,0,0,1
"la","la-505","229067","morehouse parish","non-ec",0,1,0,0,1
"la","la-505","229073","ouachita parish","non-ec",0,1,0,0,1
"la","la-505","229083","richland parish","non-ec",0,1,0,0,1
"la","la-505","229107","tensas parish","non-ec",0,1,0,0,1
"la","la-505","229111","union parish","non-ec",0,1,0,0,1
"la","la-505","229123","west carroll parish","non-ec",0,1,0,0,1
"la","la-506","221698","slidell","metro",0,1,1,0,0
"la","la-506","229103","st tammany parish","urban",0,1,0,1,0
"la","la-506","229063","livingston parish","non-ec",0,1,0,0,1
"la","la-506","229091","st helena parish","non-ec",0,1,0,0,1
"la","la-506","229105","tangipahoa parish","non-ec",0,1,0,0,1
"la","la-506","229117","washington parish","non-ec",0,1,0,0,1
"la","la-507","220030","alexandria","metro",0,1,1,0,0
"la","la-507","229009","avoyelles parish","non-ec",0,1,0,0,1
"la","la-507","229025","catahoula parish","non-ec",0,1,0,0,1
"la","la-507","229029","concordia parish","non-ec",0,1,0,0,1
"la","la-507","229043","grant parish","non-ec",0,1,0,0,1
"la","la-507","229059","lasalle parish","non-ec",0,1,0,0,1
"la","la-507","229079","rapides parish","non-ec",0,1,0,0,1
"la","la-507","229115","vernon parish","non-ec",0,1,0,0,1
"la","la-507","229127","winn parish","non-ec",0,1,0,0,1
"la","la-509","220126","baton rouge","metro",1,0,1,0,0
"la","la-509","220828","houma-terrebonne","metro",0,1,1,0,0
"la","la-509","220978","lake charles","metro",0,1,1,0,0
"la","la-509","221794","thibodaux","metro",0,1,1,0,0
"la","la-509","229003","allen parish","non-ec",0,1,0,0,1
"la","la-509","229005","ascension parish","non-ec",0,1,0,0,1
"la","la-509","229007","assumption parish","non-ec",0,1,0,0,1
"la","la-509","229011","beauregard parish","non-ec",0,1,0,0,1
"la","la-509","229019","calcasieu parish","non-ec",0,1,0,0,1
"la","la-509","229023","cameron parish","non-ec",0,1,0,0,1
