"coc.number.new","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total","d.sample.bos.statewide","d.sample.esg.2013.2019","d.sample.coc.2013.2019","d.sample.suburban","d.sample.rural","d.sample.urban","d.sample.majorcity","d.sample.merged"
"ca-612",2018,222,12,0,52,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ca-613",2014,206,0,0,135,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ca-613",2015,181,50,0,177,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ca-613",2016,246,0,0,126,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ca-613",2017,266,0,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ca-613",2018,300,0,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ca-614",2014,440,8,19,194,16,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ca-614",2015,666,0,0,166,0,196,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ca-614",2016,583,12,0,179,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ca-614",2017,677,6,0,185,86,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ca-614",2018,723,6,0,217,80,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"co-500",2014,2880,93,40,1214,45,41,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"co-500",2015,3209,20,0,1265,34,25,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"co-500",2016,3441,0,0,1319,47,46,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"co-500",2017,3425,0,0,1433,53,60,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"co-500",2018,3357,75,0,1454,53,50,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"co-503",2014,8367,565,65,3440,20,114,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-503",2015,8280,185,0,2551,300,139,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-503",2016,9393,84,0,2860,340,151,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-503",2017,11250,138,190,2872,220,146,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-503",2018,9298,793,9,3007,160,90,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-504",2014,1507,109,71,385,78,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-504",2015,1589,130,239,461,55,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-504",2016,1665,46,175,654,104,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-504",2017,1460,345,31,549,56,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"co-504",2018,1715,292,24,769,53,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ct-503m",2014,1144,16,7,242,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ct-503m",2015,2240,72,0,578,43,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ct-503m",2016,2318,173,0,583,43,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ct-503m",2017,2790,22,0,618,17,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ct-503m",2018,2969,37,7,623,22,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"ct-505m",2014,5295,400,210,1529,52,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"ct-505m",2015,6400,137,331,1687,82,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"ct-505m",2016,8119,384,95,2100,42,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"ct-505m",2017,8148,428,211,2071,34,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"ct-505m",2018,8035,840,138,2006,33,588,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"dc-500",2014,14647,2214,107,5780,217,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"dc-500",2015,14647,1618,199,5545,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"dc-500",2016,19928,1906,1120,6926,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"dc-500",2017,20108,285,929,6312,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"dc-500",2018,20674,347,192,6039,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"de-500",2014,1906,84,8,609,23,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"de-500",2015,2018,146,102,615,47,41,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"de-500",2016,2009,131,37,627,85,38,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"de-500",2017,2139,100,0,566,67,50,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"de-500",2018,2338,70,0,649,134,35,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"fl-500",2014,1183,43,0,490,0,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"fl-500",2015,1132,104,11,527,0,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"fl-500",2016,1135,215,0,508,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"fl-500",2017,1427,187,0,698,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"fl-500",2018,1444,130,0,707,0,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"fl-501",2014,2099,482,317,479,0,13,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-501",2015,2662,519,60,748,0,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-501",2016,3335,93,90,744,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-501",2017,3176,96,73,787,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-501",2018,3142,447,20,785,184,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-502",2014,3484,12,0,1363,0,102,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-502",2015,4184,57,197,1526,0,205,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-502",2016,3763,637,135,1426,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-502",2017,3448,282,15,1559,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-502",2018,3862,308,0,1531,27,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-503",2014,587,0,0,193,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-503",2015,633,35,0,230,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-503",2016,551,307,0,327,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-503",2017,690,98,37,249,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-503",2018,904,15,4,278,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-504",2014,1052,48,14,196,141,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-504",2015,1161,185,0,199,141,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-504",2016,1000,260,0,176,116,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-504",2017,857,137,0,158,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-504",2018,932,34,0,136,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-505",2014,854,0,0,591,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-505",2015,406,0,0,161,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-505",2016,374,0,0,159,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-505",2017,348,73,0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-505",2018,409,0,0,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-506",2014,1208,67,0,297,49,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-506",2015,1235,76,251,718,49,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-506",2016,1359,143,9,613,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-506",2017,1645,0,0,667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-506",2018,1515,0,0,642,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"fl-507",2014,4155,0,11,1298,14,28,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-507",2015,3906,49,0,963,14,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-507",2016,3622,74,0,977,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-507",2017,4002,288,0,1029,0,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-507",2018,4642,142,0,1181,0,144,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-508",2014,1260,0,0,182,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-508",2015,1166,0,0,263,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-508",2016,1274,0,0,380,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-508",2017,1351,0,0,404,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-508",2018,1494,0,0,430,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-509",2014,597,10,20,168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-509",2015,571,10,0,136,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-509",2016,673,0,0,138,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-509",2017,679,108,0,102,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-509",2018,991,62,0,139,309,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-510",2014,3277,0,0,1032,35,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-510",2015,3461,171,160,909,37,30,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-510",2016,3703,442,0,1011,3,27,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-510",2017,3612,152,22,996,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-510",2018,3527,150,0,1015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-511",2014,1034,64,0,319,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-511",2015,998,123,0,320,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-511",2016,1063,78,0,351,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-511",2017,1190,21,10,358,0,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-511",2018,1037,178,32,311,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-512",2014,400,16,0,108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-512",2015,448,25,0,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-512",2016,329,0,0,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-512",2017,232,10,0,96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-512",2018,233,7,0,95,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-513",2014,1043,97,0,146,106,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-513",2015,1156,0,0,122,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-513",2016,1198,0,0,97,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-513",2017,1032,0,0,132,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-513",2018,1234,0,14,81,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-514",2014,478,0,0,203,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-514",2015,546,0,0,218,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-514",2016,584,8,0,246,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-514",2017,411,147,12,202,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-514",2018,403,123,0,193,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-515",2014,261,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-515",2015,298,16,0,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-515",2016,387,13,0,88,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-515",2017,229,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-515",2018,241,0,0,64,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-517",2014,298,34,0,129,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-517",2015,332,0,0,129,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-517",2016,377,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-517",2017,244,0,480,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-517",2018,291,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-518",2014,118,15,23,76,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-518",2015,157,3,20,62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-518",2016,232,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-518",2017,291,0,14,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-518",2018,284,0,14,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-519",2014,324,27,0,85,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-519",2015,465,12,6,115,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-519",2016,590,0,0,134,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-519",2017,536,0,0,107,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-519",2018,701,0,0,182,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-520",2014,414,51,0,227,18,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-520",2015,426,3,14,231,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-520",2016,505,41,3,257,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-520",2017,479,70,0,234,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-520",2018,513,287,0,251,0,140,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"fl-600",2014,7436,563,356,1874,0,222,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-600",2015,7995,208,311,1700,0,158,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-600",2016,8516,102,251,1820,0,249,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-600",2017,8276,465,76,2023,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-600",2018,8578,54,25,1716,0,204,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"fl-601",2014,4528,25,66,851,431,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-601",2015,4387,333,67,904,48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-601",2016,4066,68,70,968,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-601",2017,4034,126,129,932,26,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-601",2018,4464,455,0,916,26,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-602",2014,333,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fl-602",2015,299,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fl-602",2016,299,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fl-602",2017,221,185,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fl-602",2018,195,51,0,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"fl-603m",2014,834,0,0,283,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"fl-603m",2015,794,0,0,254,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"fl-603m",2016,1009,0,0,249,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"fl-603m",2017,984,0,0,231,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"fl-603m",2018,1251,0,0,231,0,257,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"fl-604",2014,630,0,0,268,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-604",2015,637,0,0,268,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-604",2016,601,0,0,247,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-604",2017,551,63,0,251,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-604",2018,1016,39,0,252,0,478,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"fl-605",2014,1916,596,0,319,0,50,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-605",2015,1671,532,0,304,0,111,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-605",2016,1702,379,11,326,0,106,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-605",2017,1728,416,15,337,0,66,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-605",2018,1667,651,0,329,25,64,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-606",2014,482,8,23,280,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-606",2015,366,72,0,227,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-606",2016,452,0,0,244,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-606",2017,470,0,0,244,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"fl-606",2018,544,0,0,254,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-500",2014,5606,281,90,2334,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ga-500",2015,6191,159,0,1902,0,38,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ga-500",2016,6421,154,0,1930,0,38,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ga-500",2017,5796,95,0,1972,100,57,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ga-500",2018,5301,307,0,1243,100,49,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"ga-501",2014,4794,473,12,1497,39,144,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"ga-501",2015,5400,360,29,1563,25,71,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"ga-501",2016,5713,172,0,1419,39,47,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"ga-501",2017,5462,132,10,1469,18,80,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"ga-501",2018,5847,292,10,1545,14,137,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"ga-502",2014,698,19,0,56,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-502",2015,974,0,58,88,0,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-502",2016,1032,0,0,88,0,38,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-502",2017,566,17,14,76,0,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-502",2018,386,0,0,56,0,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-503",2014,416,2,3,117,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-503",2015,375,0,0,139,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-503",2016,446,6,0,157,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-503",2017,478,19,0,179,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-503",2018,522,0,0,194,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-504",2014,531,0,0,215,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-504",2015,536,0,0,205,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-504",2016,489,0,0,176,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-504",2017,479,0,0,159,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-504",2018,414,0,0,174,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-505",2014,394,0,0,170,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-505",2015,418,12,0,203,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-505",2016,538,0,12,273,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-505",2017,595,0,0,293,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-505",2018,616,16,0,307,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ga-506",2014,680,43,0,147,8,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-506",2015,741,150,46,155,13,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-506",2016,807,35,107,127,12,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-506",2017,783,13,134,150,12,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-506",2018,711,95,8,137,11,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-507",2014,1366,0,0,347,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-507",2015,1415,11,0,341,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-507",2016,1477,4,0,339,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-507",2017,1385,53,0,335,11,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-507",2018,1512,41,0,335,46,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ga-508",2014,1969,26,0,176,74,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-508",2015,2342,0,0,98,14,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-508",2016,2202,41,0,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-508",2017,2220,211,0,115,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ga-508",2018,2161,155,0,95,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"hi-500",2014,1263,2,0,334,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"hi-500",2015,1314,0,4,294,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"hi-500",2016,1506,3,6,300,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"hi-500",2017,1801,21,0,395,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"hi-500",2018,1888,297,0,544,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"hi-501",2014,4297,136,24,1198,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"hi-501",2015,4456,13,0,1143,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"hi-501",2016,5145,74,35,1409,34,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"hi-501",2017,5764,24,6,1289,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"hi-501",2018,5455,381,60,1279,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ia-500",2014,370,22,0,154,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-500",2015,362,61,0,154,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-500",2016,508,0,32,282,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-500",2017,484,0,0,295,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-500",2018,414,0,6,293,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-501",2014,2780,422,0,1001,97,20,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ia-501",2015,2900,212,0,1012,78,20,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ia-501",2016,3034,380,28,1016,77,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ia-501",2017,3298,153,31,1037,102,15,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ia-501",2018,3156,415,66,1195,68,41,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"ia-502",2014,1481,216,0,495,14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-502",2015,1584,148,18,464,14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-502",2016,1692,165,0,439,14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-502",2017,1502,93,0,456,14,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"ia-502",2018,1512,59,0,466,14,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"id-500",2014,1147,125,0,475,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"id-500",2015,1224,68,0,478,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"id-500",2016,1163,144,0,563,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"id-500",2017,1221,54,0,632,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"id-500",2018,1149,161,0,640,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"id-501",2014,1415,188,60,482,15,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"id-501",2015,1451,309,0,477,14,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"id-501",2016,1544,239,2,519,42,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"id-501",2017,1487,123,0,558,35,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"id-501",2018,1487,133,0,537,32,13,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"il-500",2014,147,162,0,35,40,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"il-500",2015,186,145,4,35,51,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"il-500",2016,254,65,0,35,65,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"il-500",2017,259,55,0,35,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"il-500",2018,330,8,0,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"il-501",2014,831,36,2,260,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-501",2015,800,10,0,233,36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-501",2016,666,7,0,221,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-501",2017,718,28,0,212,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-501",2018,765,14,0,217,20,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-502",2014,602,129,0,153,115,30,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-502",2015,704,0,0,150,115,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-502",2016,574,329,6,67,115,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-502",2017,766,34,25,87,85,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-502",2018,768,104,17,67,105,14,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"il-503",2014,271,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"il-503",2015,264,8,0,10,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
