"coc.number.new","year","beds_current","beds_new","beds_dev","beds_facility","beds_other","beds_voucher","beds_es","beds_th","beds_rrh","beds_sh","beds_psh","beds_total","d.sample.bos.statewide","d.sample.esg.2013.2019","d.sample.coc.2013.2019","d.sample.suburban","d.sample.rural","d.sample.urban","d.sample.majorcity","d.sample.merged"
"ca-525",2016,0,0,0,0,0,0,35,89,160,0,0,284,0,0,1,1,0,0,0,0
"ca-525",2017,0,0,0,0,0,0,46,119,40,0,0,282,0,0,1,1,0,0,0,0
"ca-525",2018,0,0,0,0,0,0,43,51,126,0,0,221,0,0,1,1,0,0,0,0
"ca-525",2019,0,0,0,0,0,0,56,64,107,0,5,232,0,0,1,1,0,0,0,0
"ca-526",2013,0,0,0,0,0,0,99,47,0,0,12,158,0,0,1,0,1,0,0,0
"ca-526",2014,0,0,0,0,0,0,95,93,17,0,21,226,0,0,1,0,1,0,0,0
"ca-526",2015,0,0,0,0,0,0,103,92,91,0,21,308,0,0,1,0,1,0,0,0
"ca-526",2016,0,0,0,0,0,0,103,86,152,0,16,357,0,0,1,0,1,0,0,0
"ca-526",2017,0,0,0,0,0,0,103,51,70,0,21,245,0,0,1,0,1,0,0,0
"ca-526",2018,0,0,0,0,0,0,108,46,126,0,22,302,0,0,1,0,1,0,0,0
"ca-526",2019,0,0,0,0,0,0,134,51,141,0,46,372,0,0,1,0,1,0,0,0
"ca-600",2013,0,0,0,0,0,0,3983,7925,0,25,11867,23800,0,1,1,0,0,0,1,0
"ca-600",2014,0,0,0,0,0,0,4798,7023,1663,25,12846,28258,0,1,1,0,0,0,1,0
"ca-600",2015,0,0,0,0,0,0,6855,7299,2372,25,15925,33623,0,1,1,0,0,0,1,0
"ca-600",2016,0,0,0,0,0,0,5513,6760,1536,25,19226,34541,0,1,1,0,0,0,1,0
"ca-600",2017,0,0,0,0,0,0,8535,6665,2541,25,18348,38401,0,1,1,0,0,0,1,0
"ca-600",2018,0,0,0,0,0,0,9583,4393,5428,98,19194,41785,0,1,1,0,0,0,1,0
"ca-600",2019,0,0,0,0,0,0,10967,3406,6924,128,20219,43388,0,1,1,0,0,0,1,0
"ca-601",2013,0,0,0,0,0,0,412,3801,0,59,2503,6775,0,1,1,0,0,0,1,0
"ca-601",2014,0,0,0,0,0,0,524,3948,39,59,2914,7866,0,1,1,0,0,0,1,0
"ca-601",2015,0,0,0,0,0,0,763,3783,158,59,3196,8264,0,1,1,0,0,0,1,0
"ca-601",2016,0,0,0,0,0,0,1312,3065,579,57,3709,9051,0,1,1,0,0,0,1,0
"ca-601",2017,0,0,0,0,0,0,1337,2343,706,42,3882,9124,0,1,1,0,0,0,1,0
"ca-601",2018,0,0,0,0,0,0,2050,1818,1372,91,4403,10591,0,1,1,0,0,0,1,0
"ca-601",2019,0,0,0,0,0,0,1986,1873,1525,71,4177,10474,0,1,1,0,0,0,1,0
"ca-602",2013,0,0,0,0,0,0,483,1789,49,0,1462,3783,0,1,1,1,0,0,0,0
"ca-602",2014,0,0,0,0,0,0,414,1599,158,0,2062,4322,0,1,1,1,0,0,0,0
"ca-602",2015,0,0,0,0,0,0,459,1578,1048,0,2300,5503,0,1,1,1,0,0,0,0
"ca-602",2016,0,0,0,0,0,0,630,1400,734,0,2348,5156,0,1,1,1,0,0,0,0
"ca-602",2017,0,0,0,0,0,0,1149,1166,598,0,2609,5576,0,1,1,1,0,0,0,0
"ca-602",2018,0,0,0,0,0,0,1374,1147,687,0,2546,5820,0,1,1,1,0,0,0,0
"ca-602",2019,0,0,0,0,0,0,1989,1105,774,0,2243,6219,0,1,1,1,0,0,0,0
"ca-603",2013,0,0,0,0,0,0,394,477,27,0,626,1524,0,1,1,1,0,0,0,0
"ca-603",2014,0,0,0,0,0,0,408,318,59,0,510,1295,0,1,1,1,0,0,0,0
"ca-603",2015,0,0,0,0,0,0,408,311,54,0,648,1421,0,1,1,1,0,0,0,0
"ca-603",2016,0,0,0,0,0,0,443,328,108,0,774,1653,0,1,1,1,0,0,0,0
"ca-603",2017,0,0,0,0,0,0,531,293,166,0,840,1830,0,1,1,1,0,0,0,0
"ca-603",2018,0,0,0,0,0,0,542,273,213,0,591,1918,0,1,1,1,0,0,0,0
"ca-603",2019,0,0,0,0,0,0,552,217,127,0,665,1858,0,1,1,1,0,0,0,0
"ca-604",2013,0,0,0,0,0,0,434,215,7,0,1046,1702,0,1,1,0,0,1,0,0
"ca-604",2014,0,0,0,0,0,0,436,235,104,0,1215,2001,0,1,1,0,0,1,0,0
"ca-604",2015,0,0,0,0,0,0,458,230,92,0,1574,2369,0,1,1,0,0,1,0,0
"ca-604",2016,0,0,0,0,0,0,457,225,164,0,1067,2623,0,1,1,0,0,1,0,0
"ca-604",2017,0,0,0,0,0,0,457,224,378,0,1194,2963,0,1,1,0,0,1,0,0
"ca-604",2018,0,0,0,0,0,0,421,166,836,0,2123,3555,0,1,1,0,0,1,0,0
"ca-604",2019,0,0,0,0,0,0,465,185,577,0,2308,3544,0,1,1,0,0,1,0,0
"ca-606",2013,0,0,0,0,0,0,350,640,63,25,871,1949,0,1,1,0,0,0,1,0
"ca-606",2014,0,0,0,0,0,0,328,620,75,25,971,2019,0,1,1,0,0,0,1,0
"ca-606",2015,0,0,0,0,0,0,258,477,121,25,968,1984,0,1,1,0,0,0,1,0
"ca-606",2016,0,0,0,0,0,0,257,385,234,0,1452,2448,0,1,1,0,0,0,1,0
"ca-606",2017,0,0,0,0,0,0,261,339,521,0,1679,2950,0,1,1,0,0,0,1,0
"ca-606",2018,0,0,0,0,0,0,275,339,380,0,1549,2793,0,1,1,0,0,0,1,0
"ca-606",2019,0,0,0,0,0,0,261,361,360,0,1318,2784,0,1,1,0,0,0,1,0
"ca-607",2013,0,0,0,0,0,0,126,128,0,0,189,443,0,1,1,0,0,1,0,0
"ca-607",2014,0,0,0,0,0,0,130,131,0,0,227,488,0,1,1,0,0,1,0,0
"ca-607",2015,0,0,0,0,0,0,130,101,0,0,269,500,0,1,1,0,0,1,0,0
"ca-607",2016,0,0,0,0,0,0,68,84,4,0,307,463,0,1,1,0,0,1,0,0
"ca-607",2017,0,0,0,0,0,0,99,64,45,0,405,613,0,1,1,0,0,1,0,0
"ca-607",2018,0,0,0,0,0,0,127,51,48,0,445,671,0,1,1,0,0,1,0,0
"ca-607",2019,0,0,0,0,0,0,126,51,17,0,422,616,0,1,1,0,0,1,0,0
"ca-608",2013,0,0,0,0,0,0,651,763,0,0,729,2143,0,1,1,1,0,0,0,0
"ca-608",2014,0,0,0,0,0,0,665,720,0,0,998,2383,0,1,1,1,0,0,0,0
"ca-608",2015,0,0,0,0,0,0,720,577,120,0,1018,2435,0,1,1,1,0,0,0,0
"ca-608",2016,0,0,0,0,0,0,689,334,292,0,1538,2853,0,1,1,1,0,0,0,0
"ca-608",2017,0,0,0,0,0,0,614,220,277,0,1520,2631,0,1,1,1,0,0,0,0
"ca-608",2018,0,0,0,0,0,0,602,180,181,0,1702,2665,0,1,1,1,0,0,0,0
"ca-608",2019,0,0,0,0,0,0,770,53,235,0,1703,2761,0,1,1,1,0,0,0,0
"ca-609",2013,0,0,0,0,0,0,387,705,0,0,454,1546,0,1,1,1,0,0,0,0
"ca-609",2014,0,0,0,0,0,0,415,695,0,0,684,1794,0,1,1,1,0,0,0,0
"ca-609",2015,0,0,0,0,0,0,395,468,228,0,1087,2178,0,1,1,1,0,0,0,0
"ca-609",2016,0,0,0,0,0,0,325,389,1093,0,1098,2905,0,1,1,1,0,0,0,0
"ca-609",2017,0,0,0,0,0,0,387,353,1702,17,1410,3869,0,1,1,1,0,0,0,0
"ca-609",2018,0,0,0,0,0,0,387,343,1773,24,1349,3876,0,1,1,1,0,0,0,0
"ca-609",2019,0,0,0,0,0,0,433,246,1779,24,1528,4010,0,1,1,1,0,0,0,0
"ca-611",2013,0,0,0,0,0,0,99,107,0,0,59,265,0,1,1,0,0,1,0,0
"ca-611",2014,0,0,0,0,0,0,108,324,0,10,332,774,0,1,1,0,0,1,0,0
"ca-611",2015,0,0,0,0,0,0,129,282,91,10,335,847,0,1,1,0,0,1,0,0
"ca-611",2016,0,0,0,0,0,0,133,269,374,10,498,1284,0,1,1,0,0,1,0,0
"ca-611",2017,0,0,0,0,0,0,120,242,399,10,522,1293,0,1,1,0,0,1,0,0
"ca-611",2018,0,0,0,0,0,0,171,204,617,10,547,1549,0,1,1,0,0,1,0,0
"ca-611",2019,0,0,0,0,0,0,182,190,644,14,629,1659,0,1,1,0,0,1,0,0
"ca-612",2013,0,0,0,0,0,0,50,92,0,0,96,238,0,1,1,0,0,1,0,0
"ca-612",2014,0,0,0,0,0,0,50,92,0,0,96,238,0,1,1,0,0,1,0,0
"ca-612",2015,0,0,0,0,0,0,48,40,0,0,152,240,0,1,1,0,0,1,0,0
"ca-612",2016,0,0,0,0,0,0,49,40,0,0,148,237,0,1,1,0,0,1,0,0
"ca-612",2017,0,0,0,0,0,0,64,40,0,0,137,241,0,1,1,0,0,1,0,0
"ca-612",2018,0,0,0,0,0,0,52,52,0,0,130,234,0,1,1,0,0,1,0,0
"ca-612",2019,0,0,0,0,0,0,55,55,13,0,192,315,0,1,1,0,0,1,0,0
"ca-613",2013,0,0,0,0,0,0,112,77,0,0,0,189,0,0,1,1,0,0,0,0
"ca-613",2014,0,0,0,0,0,0,135,71,0,0,0,206,0,0,1,1,0,0,0,0
"ca-613",2015,0,0,0,0,0,0,127,54,0,0,0,181,0,0,1,1,0,0,0,0
"ca-613",2016,0,0,0,0,0,0,126,56,0,0,32,246,0,0,1,1,0,0,0,0
"ca-613",2017,0,0,0,0,0,0,94,88,32,0,48,262,0,0,1,1,0,0,0,0
"ca-613",2018,0,0,0,0,0,0,94,98,56,0,48,296,0,0,1,1,0,0,0,0
"ca-613",2019,0,0,0,0,0,0,94,154,467,0,48,763,0,0,1,1,0,0,0,0
"ca-614",2013,0,0,0,0,0,0,144,71,0,0,132,347,0,1,1,1,0,0,0,0
"ca-614",2014,0,0,0,0,0,0,141,73,28,0,147,389,0,1,1,1,0,0,0,0
"ca-614",2015,0,0,0,0,0,0,344,55,35,0,214,648,0,1,1,1,0,0,0,0
"ca-614",2016,0,0,0,0,0,0,147,112,74,0,222,555,0,1,1,1,0,0,0,0
"ca-614",2017,0,0,0,0,0,0,181,72,74,0,251,584,0,1,1,1,0,0,0,0
"ca-614",2018,0,0,0,0,0,0,154,52,74,0,297,577,0,1,1,1,0,0,0,0
"ca-614",2019,0,0,0,0,0,0,197,29,33,0,346,609,0,1,1,1,0,0,0,0
"co-500",2013,0,0,0,0,0,0,998,744,18,0,615,2375,1,0,1,0,1,0,0,0
"co-500",2014,0,0,0,0,0,0,963,966,32,0,665,2636,1,0,1,0,1,0,0,0
"co-500",2015,0,0,0,0,0,0,1012,1168,30,0,697,2917,1,0,1,0,1,0,0,0
"co-500",2016,0,0,0,0,0,0,1013,1102,118,0,809,3042,1,0,1,0,1,0,0,0
"co-500",2017,0,0,0,0,0,0,1033,715,284,0,850,2912,1,0,1,0,1,0,0,0
"co-500",2018,0,0,0,0,0,0,980,723,206,0,919,2855,1,0,1,0,1,0,0,0
"co-500",2019,0,0,0,0,0,0,1001,729,255,0,1069,3081,1,0,1,0,1,0,0,0
"co-503",2013,0,0,0,0,0,0,1791,3124,27,25,1965,6932,0,1,1,0,0,0,1,0
"co-503",2014,0,0,0,0,0,0,2492,3159,185,25,2007,7868,0,1,1,0,0,0,1,0
"co-503",2015,0,0,0,0,0,0,1963,2849,445,25,2129,7438,0,1,1,0,0,0,1,0
"co-503",2016,0,0,0,0,0,0,2230,2493,928,67,2584,8356,0,1,1,0,0,0,1,0
"co-503",2017,0,0,0,0,0,0,2208,2124,1223,25,4571,10358,0,1,1,0,0,0,1,0
"co-503",2018,0,0,0,0,0,0,2853,1921,1331,25,3311,9687,0,1,1,0,0,0,1,0
"co-503",2019,0,0,0,0,0,0,2986,2157,785,63,3167,9762,0,1,1,0,0,0,1,0
"co-504",2013,0,0,0,0,0,0,364,490,163,0,416,1433,0,1,1,0,0,0,1,0
"co-504",2014,0,0,0,0,0,0,298,563,171,0,419,1451,0,1,1,0,0,0,1,0
"co-504",2015,0,0,0,0,0,0,288,348,347,0,508,1491,0,1,1,0,0,0,1,0
"co-504",2016,0,0,0,0,0,0,298,453,78,0,582,1411,0,1,1,0,0,0,1,0
"co-504",2017,0,0,0,0,0,0,520,446,118,0,606,1720,0,1,1,0,0,0,1,0
"co-504",2018,0,0,0,0,0,0,592,438,106,0,610,1777,0,1,1,0,0,0,1,0
"co-504",2019,0,0,0,0,0,0,809,451,97,0,626,2014,0,1,1,0,0,0,1,0
"ct-503m",2013,0,0,0,0,0,0,332,193,24,0,1279,1828,0,2,2,0,0,2,0,2
"ct-503m",2014,0,0,0,0,0,0,379,178,11,0,950,1518,0,2,2,0,0,2,0,2
"ct-503m",2015,0,0,0,0,0,0,557,255,13,0,1315,2248,0,1,1,0,0,1,0,1
"ct-503m",2016,0,0,0,0,0,0,532,240,122,0,1503,2397,0,1,1,0,0,1,0,1
"ct-503m",2017,0,0,0,0,0,0,545,210,186,0,1781,2722,0,1,1,0,0,1,0,1
"ct-503m",2018,0,0,0,0,0,0,555,205,272,0,1884,2916,0,1,1,0,0,1,0,1
"ct-503m",2019,0,0,0,0,0,0,558,195,200,0,2068,3021,0,1,1,0,0,1,0,1
"ct-505m",2013,0,0,0,0,0,0,1826,1091,168,0,4538,7623,5,5,5,5,0,0,0,5
"ct-505m",2014,0,0,0,0,0,0,1859,995,236,0,4755,7845,4,4,4,4,0,0,0,4
"ct-505m",2015,0,0,0,0,0,0,1738,849,276,0,4901,7773,2,2,2,2,0,0,0,2
"ct-505m",2016,0,0,0,0,0,0,1744,720,517,0,5124,8105,1,1,1,1,0,0,0,1
"ct-505m",2017,0,0,0,0,0,0,1703,636,634,0,5201,8174,1,1,1,1,0,0,0,1
"ct-505m",2018,0,0,0,0,0,0,2280,377,696,0,5175,8528,1,1,1,1,0,0,0,1
"ct-505m",2019,0,0,0,0,0,0,1589,350,820,5,5083,7847,1,1,1,1,0,0,0,1
"dc-500",2013,0,0,0,0,0,0,3856,2812,1186,0,6224,14078,0,1,1,0,0,0,1,0
"dc-500",2014,0,0,0,0,0,0,5157,2124,2326,0,6414,16021,0,1,1,0,0,0,1,0
"dc-500",2015,0,0,0,0,0,0,4843,2120,2859,0,5679,15563,0,1,1,0,0,0,1,0
"dc-500",2016,0,0,0,0,0,0,6077,2237,3761,0,6567,21001,0,1,1,0,0,0,1,0
"dc-500",2017,0,0,0,0,0,0,5888,1514,4480,0,6336,19969,0,1,1,0,0,0,1,0
"dc-500",2018,0,0,0,0,0,0,5268,1453,3570,0,7950,20250,0,1,1,0,0,0,1,0
"dc-500",2019,0,0,0,0,0,0,4651,1505,5904,0,7546,21913,0,1,1,0,0,0,1,0
"de-500",2013,0,0,0,0,0,0,552,698,3,10,552,1815,1,1,1,1,0,0,0,0
"de-500",2014,0,0,0,0,0,0,552,620,130,0,598,1900,1,1,1,1,0,0,0,0
"de-500",2015,0,0,0,0,0,0,588,558,176,0,727,2049,1,1,1,1,0,0,0,0
"de-500",2016,0,0,0,0,0,0,590,580,144,0,601,1980,1,1,1,1,0,0,0,0
"de-500",2017,0,0,0,0,0,0,575,568,216,0,671,2131,1,1,1,1,0,0,0,0
"de-500",2018,0,0,0,0,0,0,629,488,155,5,850,2219,1,1,1,1,0,0,0,0
"de-500",2019,0,0,0,0,0,0,577,437,131,0,904,2149,1,1,1,1,0,0,0,0
"fl-500",2013,0,0,0,0,0,0,398,312,94,0,220,1024,0,1,0,1,0,0,0,0
"fl-500",2014,0,0,0,0,0,0,387,398,32,0,283,1100,0,1,0,1,0,0,0,0
"fl-500",2015,0,0,0,0,0,0,444,354,48,0,275,1121,0,1,0,1,0,0,0,0
"fl-500",2016,0,0,0,0,0,0,396,460,43,0,339,1238,0,1,0,1,0,0,0,0
"fl-500",2017,0,0,0,0,0,0,595,393,67,0,456,1511,0,1,0,1,0,0,0,0
"fl-500",2018,0,0,0,0,0,0,559,345,68,0,427,1399,0,1,0,1,0,0,0,0
"fl-500",2019,0,0,0,0,0,0,561,342,146,0,414,1463,0,1,0,1,0,0,0,0
"fl-501",2013,0,0,0,0,0,0,418,741,313,25,1176,2673,0,1,1,0,0,0,1,0
"fl-501",2014,0,0,0,0,0,0,449,590,80,10,1322,2553,0,1,1,0,0,0,1,0
"fl-501",2015,0,0,0,0,0,0,735,557,347,10,1437,3162,0,1,1,0,0,0,1,0
"fl-501",2016,0,0,0,0,0,0,717,513,638,10,1460,3417,0,1,1,0,0,0,1,0
"fl-501",2017,0,0,0,0,0,0,755,338,535,15,1575,3268,0,1,1,0,0,0,1,0
"fl-501",2018,0,0,0,0,0,0,960,316,592,16,1609,3580,0,1,1,0,0,0,1,0
"fl-501",2019,0,0,0,0,0,0,779,313,684,15,1580,3460,0,1,1,0,0,0,1,0
"fl-502",2013,0,0,0,0,0,0,1237,994,0,45,880,3156,0,1,1,0,0,1,0,0
"fl-502",2014,0,0,0,0,0,0,1363,959,18,45,1009,3394,0,1,1,0,0,1,0,0
"fl-502",2015,0,0,0,0,0,0,1535,927,408,45,1200,4115,0,1,1,0,0,1,0,0
"fl-502",2016,0,0,0,0,0,0,1378,740,774,45,1415,4352,0,1,1,0,0,1,0,0
"fl-502",2017,0,0,0,0,0,0,1543,459,143,45,1524,3714,0,1,1,0,0,1,0,0
"fl-502",2018,0,0,0,0,0,0,1545,351,601,75,1570,4157,0,1,1,0,0,1,0,0
"fl-502",2019,0,0,0,0,0,0,1476,380,369,85,1555,3880,0,1,1,0,0,1,0,0
"fl-503",2013,0,0,0,0,0,0,174,195,0,0,134,503,0,1,1,1,0,0,0,0
"fl-503",2014,0,0,0,0,0,0,178,255,0,0,139,572,0,1,1,1,0,0,0,0
"fl-503",2015,0,0,0,0,0,0,222,290,0,0,148,660,0,1,1,1,0,0,0,0
"fl-503",2016,0,0,0,0,0,0,300,364,12,0,155,831,0,1,1,1,0,0,0,0
"fl-503",2017,0,0,0,0,0,0,208,316,7,0,253,784,0,1,1,1,0,0,0,0
"fl-503",2018,0,0,0,0,0,0,270,301,70,0,270,911,0,1,1,1,0,0,0,0
"fl-503",2019,0,0,0,0,0,0,279,319,93,0,278,969,0,1,1,1,0,0,0,0
"fl-504",2013,0,0,0,0,0,0,105,542,0,0,260,907,0,1,1,1,0,0,0,0
"fl-504",2014,0,0,0,0,0,0,150,444,0,0,319,913,0,1,1,1,0,0,0,0
"fl-504",2015,0,0,0,0,0,0,153,410,170,0,426,1159,0,1,1,1,0,0,0,0
"fl-504",2016,0,0,0,0,0,0,176,311,273,0,384,1144,0,1,1,1,0,0,0,0
"fl-504",2017,0,0,0,0,0,0,158,291,112,0,433,994,0,1,1,1,0,0,0,0
"fl-504",2018,0,0,0,0,0,0,136,279,94,0,401,966,0,1,1,1,0,0,0,0
"fl-504",2019,0,0,0,0,0,0,239,250,123,20,438,1196,0,1,1,1,0,0,0,0
"fl-505",2013,0,0,0,0,0,0,94,220,0,0,70,384,0,0,1,1,0,0,0,0
"fl-505",2014,0,0,0,0,0,0,81,148,0,0,60,344,0,0,1,1,0,0,0,0
"fl-505",2015,0,0,0,0,0,0,141,148,0,0,97,386,0,0,1,1,0,0,0,0
"fl-505",2016,0,0,0,0,0,0,99,118,0,0,42,314,0,0,1,1,0,0,0,0
"fl-505",2017,0,0,0,0,0,0,60,74,33,0,216,383,0,0,1,1,0,0,0,0
"fl-505",2018,0,0,0,0,0,0,60,74,44,0,231,409,0,0,1,1,0,0,0,0
"fl-505",2019,0,0,0,0,0,0,84,0,90,0,209,383,0,0,1,1,0,0,0,0
"fl-506",2013,0,0,0,0,0,0,251,416,16,0,459,1142,0,1,1,0,0,1,0,0
"fl-506",2014,0,0,0,0,0,0,187,391,0,0,538,1116,0,1,1,0,0,1,0,0
"fl-506",2015,0,0,0,0,0,0,366,228,0,0,382,1152,0,1,1,0,0,1,0,0
"fl-506",2016,0,0,0,0,0,0,490,216,63,0,397,1379,0,1,1,0,0,1,0,0
"fl-506",2017,0,0,0,0,0,0,464,295,42,0,451,1442,0,1,1,0,0,1,0,0
"fl-506",2018,0,0,0,0,0,0,469,168,23,0,486,1342,0,1,1,0,0,1,0,0
"fl-506",2019,0,0,0,0,0,0,455,352,10,0,398,1476,0,1,1,0,0,1,0,0
"fl-507",2013,0,0,0,0,0,0,1103,1745,0,25,1077,3950,0,1,1,1,0,0,0,0
"fl-507",2014,0,0,0,0,0,0,1105,1361,0,0,1196,3920,0,1,1,1,0,0,0,0
"fl-507",2015,0,0,0,0,0,0,978,1177,217,0,1377,3949,0,1,1,1,0,0,0,0
"fl-507",2016,0,0,0,0,0,0,991,1097,229,0,1379,3696,0,1,1,1,0,0,0,0
"fl-507",2017,0,0,0,0,0,0,1049,1180,285,0,1325,4290,0,1,1,1,0,0,0,0
"fl-507",2018,0,0,0,0,0,0,1325,733,836,0,1464,4784,0,1,1,1,0,0,0,0
"fl-507",2019,0,0,0,0,0,0,1369,662,836,0,1530,4799,0,1,1,1,0,0,0,0
"fl-508",2013,0,0,0,0,0,0,235,262,0,0,507,1004,0,0,1,0,1,0,0,0
"fl-508",2014,0,0,0,0,0,0,132,201,0,0,852,1185,0,0,1,0,1,0,0,0
"fl-508",2015,0,0,0,0,0,0,213,189,48,0,666,1116,0,0,1,0,1,0,0,0
"fl-508",2016,0,0,0,0,0,0,270,190,42,0,651,1164,0,0,1,0,1,0,0,0
"fl-508",2017,0,0,0,0,0,0,307,74,158,0,715,1254,0,0,1,0,1,0,0,0
"fl-508",2018,0,0,0,0,0,0,304,49,204,0,811,1368,0,0,1,0,1,0,0,0
"fl-508",2019,0,0,0,0,0,0,298,49,279,0,796,1422,0,0,1,0,1,0,0,0
"fl-509",2013,0,0,0,0,0,0,125,148,0,0,314,587,0,0,1,1,0,0,0,0
"fl-509",2014,0,0,0,0,0,0,148,166,0,0,293,607,0,0,1,1,0,0,0,0
"fl-509",2015,0,0,0,0,0,0,136,137,0,0,308,581,0,0,1,1,0,0,0,0
"fl-509",2016,0,0,0,0,0,0,138,133,0,0,306,673,0,0,1,1,0,0,0,0
"fl-509",2017,0,0,0,0,0,0,102,118,108,0,363,787,0,0,1,1,0,0,0,0
"fl-509",2018,0,0,0,0,0,0,139,91,62,0,370,744,0,0,1,1,0,0,0,0
"fl-509",2019,0,0,0,0,0,0,126,85,161,0,374,832,0,0,1,1,0,0,0,0
"fl-510",2013,0,0,0,0,0,0,919,912,0,0,1438,3269,0,1,1,0,0,0,1,0
"fl-510",2014,0,0,0,0,0,0,904,810,0,0,1286,3109,0,1,1,0,0,0,1,0
"fl-510",2015,0,0,0,0,0,0,932,694,325,0,1027,3588,0,1,1,0,0,0,1,0
"fl-510",2016,0,0,0,0,0,0,1030,693,843,0,1135,4134,0,1,1,0,0,0,1,0
"fl-510",2017,0,0,0,0,0,0,996,572,644,0,1143,3764,0,1,1,0,0,0,1,0
"fl-510",2018,0,0,0,0,0,0,1015,549,422,0,1266,3677,0,1,1,0,0,0,1,0
"fl-510",2019,0,0,0,0,0,0,848,540,439,0,1398,3684,0,1,1,0,0,0,1,0
"fl-511",2013,0,0,0,0,0,0,281,512,0,0,301,1094,0,1,1,1,0,0,0,0
"fl-511",2014,0,0,0,0,0,0,288,496,0,0,283,1067,0,1,1,1,0,0,0,0
"fl-511",2015,0,0,0,0,0,0,287,489,0,0,312,1088,0,1,1,1,0,0,0,0
"fl-511",2016,0,0,0,0,0,0,349,467,0,0,323,1139,0,1,1,1,0,0,0,0
"fl-511",2017,0,0,0,0,0,0,317,457,21,0,364,1159,0,1,1,1,0,0,0,0
"fl-511",2018,0,0,0,0,0,0,270,443,133,0,244,1171,0,1,1,1,0,0,0,0
"fl-511",2019,0,0,0,0,0,0,268,439,15,0,345,1081,0,1,1,1,0,0,0,0
"fl-512",2013,0,0,0,0,0,0,72,173,0,0,54,299,0,0,1,1,0,0,0,0
"fl-512",2014,0,0,0,0,0,0,84,171,61,0,76,392,0,0,1,1,0,0,0,0
"fl-512",2015,0,0,0,0,0,0,90,175,110,0,96,471,0,0,1,1,0,0,0,0
"fl-512",2016,0,0,0,0,0,0,90,138,73,0,6,327,0,0,1,1,0,0,0,0
"fl-512",2017,0,0,0,0,0,0,94,96,16,0,0,240,0,0,1,1,0,0,0,0
"fl-512",2018,0,0,0,0,0,0,87,97,20,0,0,232,0,0,1,1,0,0,0,0
"fl-512",2019,0,0,0,0,0,0,98,88,13,0,0,252,0,0,1,1,0,0,0,0
"fl-513",2013,0,0,0,0,0,0,97,927,0,0,254,1278,0,0,1,1,0,0,0,0
"fl-513",2014,0,0,0,0,0,0,112,714,0,0,174,1000,0,0,1,1,0,0,0,0
"fl-513",2015,0,0,0,0,0,0,103,762,80,0,76,1097,0,0,1,1,0,0,0,0
"fl-513",2016,0,0,0,0,0,0,79,742,79,0,240,1140,0,0,1,1,0,0,0,0
"fl-513",2017,0,0,0,0,0,0,103,632,0,0,228,963,0,0,1,1,0,0,0,0
"fl-513",2018,0,0,0,0,0,0,76,541,341,0,212,1213,0,0,1,1,0,0,0,0
"fl-513",2019,0,0,0,0,0,0,89,475,326,20,185,1191,0,0,1,1,0,0,0,0
"fl-514",2013,0,0,0,0,0,0,219,222,0,0,88,529,0,1,1,1,0,0,0,0
"fl-514",2014,0,0,0,0,0,0,203,166,7,0,102,478,0,1,1,1,0,0,0,0
"fl-514",2015,0,0,0,0,0,0,218,151,50,0,127,546,0,1,1,1,0,0,0,0
"fl-514",2016,0,0,0,0,0,0,234,151,49,0,126,580,0,1,1,1,0,0,0,0
"fl-514",2017,0,0,0,0,0,0,192,164,21,0,151,548,0,1,1,1,0,0,0,0
"fl-514",2018,0,0,0,0,0,0,171,156,10,0,147,504,0,1,1,1,0,0,0,0
"fl-514",2019,0,0,0,0,0,0,181,124,64,0,133,502,0,1,1,1,0,0,0,0
"fl-515",2013,0,0,0,0,0,0,58,204,0,0,50,312,0,0,1,0,1,0,0,0
"fl-515",2014,0,0,0,0,0,0,24,162,0,0,50,236,0,0,1,0,1,0,0,0
"fl-515",2015,0,0,0,0,0,0,58,156,20,0,50,284,0,0,1,0,1,0,0,0
"fl-515",2016,0,0,0,0,0,0,58,164,98,0,50,370,0,0,1,0,1,0,0,0
"fl-515",2017,0,0,0,0,0,0,72,79,5,0,50,206,0,0,1,0,1,0,0,0
"fl-515",2018,0,0,0,0,0,0,64,84,33,0,60,241,0,0,1,0,1,0,0,0
"fl-515",2019,0,0,0,0,0,0,64,75,18,0,60,217,0,0,1,0,1,0,0,0
"fl-517",2013,0,0,0,0,0,0,42,97,0,0,88,227,0,0,1,0,1,0,0,0
"fl-517",2014,0,0,0,0,0,0,126,115,0,0,88,329,0,0,1,0,1,0,0,0
"fl-517",2015,0,0,0,0,0,0,126,149,0,0,54,329,0,0,1,0,1,0,0,0
"fl-517",2016,0,0,0,0,0,0,86,234,0,0,57,377,0,0,1,0,1,0,0,0
"fl-517",2017,0,0,0,0,0,0,48,47,0,0,149,244,0,0,1,0,1,0,0,0
"fl-517",2018,0,0,0,0,0,0,41,25,157,0,68,291,0,0,1,0,1,0,0,0
"fl-517",2019,0,0,0,0,0,0,41,20,157,0,73,291,0,0,1,0,1,0,0,0
"fl-518",2013,0,0,0,0,0,0,56,51,0,0,11,118,0,0,1,0,1,0,0,0
"fl-518",2014,0,0,0,0,0,0,56,51,0,0,26,133,0,0,1,0,1,0,0,0
"fl-518",2015,0,0,0,0,0,0,42,45,6,0,67,160,0,0,1,0,1,0,0,0
"fl-518",2016,0,0,0,0,0,0,74,45,22,0,86,227,0,0,1,0,1,0,0,0
